Starting simulation with 98 batches
Total prompts: 300
Arrival simulation duration: 1151.66 seconds
Output directory: run14
Max concurrent requests: 300

[t=3.09s] Sending batch 0 (scheduled: 3.09s, size: 2)
[t=261.67s] Sending batch 24 (scheduled: 261.67s, size: 2)
[t=271.10s] Sending batch 25 (scheduled: 271.10s, size: 2)
[t=273.23s] Completed batch 17 (duration: 97.59s, status: 200)
[t=276.58s] Completed batch 19 (duration: 83.50s, status: 200)
[t=286.37s] Sending batch 26 (scheduled: 286.36s, size: 6)
[t=292.63s] Completed batch 10 (duration: 181.50s, status: 200)
[t=292.88s] Sending batch 27 (scheduled: 292.88s, size: 5)
[t=293.05s] Completed batch 25 (duration: 21.95s, status: 200)
[t=315.16s] Sending batch 28 (scheduled: 315.15s, size: 2)
[t=332.81s] Completed batch 20 (duration: 128.67s, status: 200)
[t=351.37s] Sending batch 29 (scheduled: 351.36s, size: 1)
[t=351.91s] Sending batch 30 (scheduled: 351.91s, size: 7)
[t=353.30s] Completed batch 24 (duration: 91.63s, status: 200)
[t=356.90s] Sending batch 31 (scheduled: 356.89s, size: 6)
[t=361.29s] Completed batch 27 (duration: 68.41s, status: 200)
[t=366.46s] Completed batch 18 (duration: 182.62s, status: 200)
[t=372.27s] Completed batch 13 (duration: 224.01s, status: 200)
[t=402.31s] Completed batch 23 (duration: 151.00s, status: 200)
[t=408.61s] Completed batch 28 (duration: 93.45s, status: 200)
[t=410.34s] Sending batch 32 (scheduled: 410.34s, size: 3)
[t=411.23s] Sending batch 33 (scheduled: 411.23s, size: 4)
[t=417.23s] Sending batch 34 (scheduled: 417.23s, size: 5)
[t=424.56s] Sending batch 35 (scheduled: 424.55s, size: 1)
[t=432.84s] Completed batch 30 (duration: 80.94s, status: 200)
[t=436.90s] Sending batch 36 (scheduled: 436.89s, size: 3)
[t=447.31s] Completed batch 35 (duration: 22.75s, status: 200)
[t=460.27s] Sending batch 37 (scheduled: 460.26s, size: 4)
[t=465.14s] Sending batch 38 (scheduled: 465.14s, size: 4)
[t=467.30s] Sending batch 39 (scheduled: 467.30s, size: 5)
[t=473.19s] Completed batch 34 (duration: 55.96s, status: 200)
[t=488.08s] Sending batch 40 (scheduled: 488.06s, size: 3)
[t=492.69s] Completed batch 31 (duration: 135.80s, status: 200)
[t=498.45s] Completed batch 26 (duration: 212.08s, status: 200)
[t=503.53s] Sending batch 41 (scheduled: 503.53s, size: 2)
[t=520.48s] Completed batch 29 (duration: 169.12s, status: 200)
[t=525.99s] Completed batch 39 (duration: 58.68s, status: 200)
[t=540.08s] Sending batch 42 (scheduled: 540.06s, size: 4)
[t=547.22s] Completed batch 36 (duration: 110.32s, status: 200)
[t=565.69s] Sending batch 43 (scheduled: 565.68s, size: 3)
[t=568.51s] Completed batch 37 (duration: 108.23s, status: 200)
[t=576.67s] Completed batch 38 (duration: 111.54s, status: 200)
[t=578.17s] Completed batch 40 (duration: 90.09s, status: 200)
[t=591.00s] Sending batch 44 (scheduled: 591.00s, size: 8)
[t=599.83s] Sending batch 45 (scheduled: 599.82s, size: 3)
[t=613.35s] Completed batch 41 (duration: 109.82s, status: 200)
[t=616.51s] Completed batch 43 (duration: 50.82s, status: 200)
[t=624.19s] Sending batch 46 (scheduled: 624.19s, size: 2)
[t=624.23s] Sending batch 47 (scheduled: 624.22s, size: 2)
[t=639.34s] Completed batch 46 (duration: 15.15s, status: 200)
[t=646.98s] Completed batch 42 (duration: 106.91s, status: 200)
[t=651.54s] Sending batch 48 (scheduled: 651.54s, size: 1)
[t=653.82s] Sending batch 49 (scheduled: 653.82s, size: 1)
[t=656.43s] Completed batch 33 (duration: 245.20s, status: 200)
[t=670.68s] Sending batch 50 (scheduled: 670.66s, size: 3)
[t=672.35s] Completed batch 32 (duration: 262.00s, status: 200)
[t=675.31s] Completed batch 49 (duration: 21.49s, status: 200)
[t=678.03s] Sending batch 51 (scheduled: 678.03s, size: 4)
[t=684.98s] Sending batch 52 (scheduled: 684.97s, size: 2)
[t=697.24s] Completed batch 44 (duration: 106.24s, status: 200)
[t=699.71s] Sending batch 53 (scheduled: 699.70s, size: 2)
[t=700.74s] Completed batch 47 (duration: 76.51s, status: 200)
[t=707.25s] Completed batch 45 (duration: 107.42s, status: 200)
[t=724.15s] Sending batch 54 (scheduled: 724.14s, size: 5)
[t=730.81s] Sending batch 55 (scheduled: 730.81s, size: 2)
[t=740.96s] Sending batch 56 (scheduled: 740.95s, size: 3)
[t=750.19s] Sending batch 57 (scheduled: 750.18s, size: 4)
[t=754.01s] Sending batch 58 (scheduled: 754.01s, size: 1)
[t=757.18s] Sending batch 59 (scheduled: 757.17s, size: 4)
[t=762.90s] Sending batch 60 (scheduled: 762.89s, size: 2)
[t=774.36s] Sending batch 61 (scheduled: 774.35s, size: 5)
[t=791.43s] Sending batch 62 (scheduled: 791.42s, size: 2)
[t=793.48s] Sending batch 63 (scheduled: 793.48s, size: 3)
[t=799.57s] Completed batch 57 (duration: 49.38s, status: 200)
[t=803.36s] Sending batch 64 (scheduled: 803.36s, size: 3)
[t=809.70s] Sending batch 65 (scheduled: 809.69s, size: 3)
[t=814.03s] Completed batch 51 (duration: 136.00s, status: 200)
[t=821.55s] Sending batch 66 (scheduled: 821.55s, size: 2)
[t=825.03s] Completed batch 60 (duration: 62.13s, status: 200)
[t=830.31s] Completed batch 63 (duration: 36.83s, status: 200)
[t=835.66s] Sending batch 67 (scheduled: 835.66s, size: 1)
[t=841.64s] Sending batch 68 (scheduled: 841.63s, size: 4)
[t=846.61s] Sending batch 69 (scheduled: 846.60s, size: 4)
[t=849.18s] Sending batch 70 (scheduled: 849.18s, size: 1)
[t=851.55s] Completed batch 52 (duration: 166.57s, status: 200)
[t=853.26s] Sending batch 71 (scheduled: 853.26s, size: 6)
[t=855.23s] Completed batch 67 (duration: 19.57s, status: 200)
[t=867.88s] Sending batch 72 (scheduled: 867.87s, size: 1)
[t=867.97s] Sending batch 73 (scheduled: 867.97s, size: 5)
[t=870.15s] Sending batch 74 (scheduled: 870.14s, size: 2)
[t=872.64s] Completed batch 59 (duration: 115.47s, status: 200)
[t=876.17s] Completed batch 64 (duration: 72.81s, status: 200)
[t=881.53s] Completed batch 62 (duration: 90.09s, status: 200)
[t=886.59s] Sending batch 75 (scheduled: 886.59s, size: 1)
[t=892.23s] Completed batch 70 (duration: 43.05s, status: 200)
[t=894.65s] Completed batch 74 (duration: 24.50s, status: 200)
[t=897.78s] Completed batch 58 (duration: 143.76s, status: 200)
[t=907.29s] Sending batch 76 (scheduled: 907.28s, size: 3)
[t=911.21s] Sending batch 77 (scheduled: 911.21s, size: 5)
[t=911.42s] Completed batch 48 (duration: 259.88s, status: 200)
[t=926.90s] Completed batch 65 (duration: 117.20s, status: 200)
[t=931.63s] Sending batch 78 (scheduled: 931.63s, size: 5)
[t=932.62s] Completed batch 72 (duration: 64.74s, status: 200)
[t=939.40s] Sending batch 79 (scheduled: 939.39s, size: 2)
[t=943.72s] Completed batch 75 (duration: 57.13s, status: 200)
[t=946.21s] Completed batch 53 (duration: 246.51s, status: 200)
[t=950.46s] Completed batch 66 (duration: 128.91s, status: 200)
[t=953.03s] Sending batch 80 (scheduled: 953.02s, size: 1)
[t=964.29s] Completed batch 79 (duration: 24.89s, status: 200)
[t=966.39s] Completed batch 80 (duration: 13.36s, status: 200)
[t=967.47s] Completed batch 73 (duration: 99.49s, status: 200)
[t=967.86s] Completed batch 61 (duration: 193.50s, status: 200)
[t=969.72s] Completed batch 69 (duration: 123.11s, status: 200)
[t=974.80s] Completed batch 56 (duration: 233.84s, status: 200)
[t=980.99s] Completed batch 76 (duration: 73.69s, status: 200)
[t=982.32s] Completed batch 50 (duration: 311.65s, status: 200)
[t=982.51s] Sending batch 81 (scheduled: 982.51s, size: 3)
[t=987.67s] Sending batch 82 (scheduled: 987.66s, size: 5)
[t=990.18s] Completed batch 55 (duration: 259.37s, status: 200)
[t=995.02s] Sending batch 83 (scheduled: 995.01s, size: 4)
[t=1012.43s] Completed batch 54 (duration: 288.28s, status: 200)
[t=1017.06s] Sending batch 84 (scheduled: 1017.05s, size: 3)
[t=1024.98s] Sending batch 85 (scheduled: 1024.98s, size: 4)
[t=1039.05s] Sending batch 86 (scheduled: 1039.04s, size: 4)
[t=1040.34s] Sending batch 87 (scheduled: 1040.34s, size: 1)
[t=1048.26s] Completed batch 68 (duration: 206.62s, status: 200)
[t=1056.39s] Completed batch 78 (duration: 124.76s, status: 200)
[t=1068.37s] Completed batch 84 (duration: 51.31s, status: 200)
[t=1076.50s] Completed batch 87 (duration: 36.15s, status: 200)
[t=1076.96s] Completed batch 77 (duration: 165.75s, status: 200)
[t=1080.14s] Sending batch 88 (scheduled: 1080.14s, size: 1)
[t=1096.10s] Sending batch 89 (scheduled: 1096.10s, size: 2)
[t=1107.21s] Sending batch 90 (scheduled: 1107.20s, size: 3)
[t=1110.61s] Completed batch 86 (duration: 71.56s, status: 200)
[t=1114.01s] Sending batch 91 (scheduled: 1114.01s, size: 3)
[t=1114.97s] Sending batch 92 (scheduled: 1114.97s, size: 4)
[t=1116.88s] Completed batch 88 (duration: 36.74s, status: 200)
[t=1118.79s] Sending batch 93 (scheduled: 1118.79s, size: 3)
[t=1123.92s] Completed batch 83 (duration: 128.90s, status: 200)
[t=1124.91s] Completed batch 81 (duration: 142.40s, status: 200)
[t=1139.29s] Sending batch 94 (scheduled: 1139.29s, size: 2)
[t=1140.07s] Sending batch 95 (scheduled: 1140.07s, size: 1)
[t=1144.34s] Sending batch 96 (scheduled: 1144.34s, size: 5)
[t=1151.67s] Sending batch 97 (scheduled: 1151.66s, size: 3)
[t=1159.03s] Completed batch 93 (duration: 40.24s, status: 200)
[t=1167.44s] Completed batch 82 (duration: 179.77s, status: 200)
[t=1168.87s] Completed batch 89 (duration: 72.76s, status: 200)
[t=1169.40s] Completed batch 85 (duration: 144.41s, status: 200)
[t=1188.32s] Completed batch 92 (duration: 73.35s, status: 200)
[t=1195.44s] Completed batch 95 (duration: 55.37s, status: 200)
[t=1204.05s] Completed batch 90 (duration: 96.84s, status: 200)
[t=1204.74s] Completed batch 71 (duration: 351.48s, status: 200)
[t=1280.39s] Completed batch 94 (duration: 141.10s, status: 200)
[t=1301.90s] Completed batch 91 (duration: 187.88s, status: 200)
[t=1544.31s] Completed batch 97 (duration: 392.65s, status: 200)
[t=1560.97s] Completed batch 96 (duration: 416.63s, status: 200)

============================================================
Simulation complete!
Total time: 1560.97s (scheduled: 1151.66s)
Successful: 98/98
Failed: 0/98
Summary saved to: run14/simulation_summary.json
============================================================
