Starting simulation with 98 batches
Total prompts: 300
Arrival simulation duration: 1151.66 seconds
Output directory: run3
Max concurrent requests: 300

[t=3.09s] Sending batch 0 (scheduled: 3.09s, size: 2)
[t=809.70s] Sending batch 65 (scheduled: 809.69s, size: 3)
[t=811.02s] Completed batch 57 (duration: 60.84s, status: 200)
[t=814.27s] Completed batch 63 (duration: 20.79s, status: 200)
[t=821.55s] Sending batch 66 (scheduled: 821.55s, size: 2)
[t=830.42s] Completed batch 64 (duration: 27.06s, status: 200)
[t=835.66s] Sending batch 67 (scheduled: 835.66s, size: 1)
[t=841.64s] Sending batch 68 (scheduled: 841.63s, size: 4)
[t=846.61s] Sending batch 69 (scheduled: 846.60s, size: 4)
[t=847.42s] Completed batch 67 (duration: 11.76s, status: 200)
[t=849.18s] Sending batch 70 (scheduled: 849.18s, size: 1)
[t=853.27s] Sending batch 71 (scheduled: 853.26s, size: 6)
[t=864.24s] Completed batch 66 (duration: 42.69s, status: 200)
[t=867.88s] Sending batch 72 (scheduled: 867.87s, size: 1)
[t=867.97s] Sending batch 73 (scheduled: 867.97s, size: 5)
[t=870.15s] Sending batch 74 (scheduled: 870.14s, size: 2)
[t=873.86s] Completed batch 70 (duration: 24.67s, status: 200)
[t=875.15s] Completed batch 60 (duration: 112.25s, status: 200)
[t=886.59s] Sending batch 75 (scheduled: 886.59s, size: 1)
[t=890.59s] Completed batch 72 (duration: 22.71s, status: 200)
[t=892.82s] Completed batch 75 (duration: 6.23s, status: 200)
[t=895.49s] Completed batch 44 (duration: 304.49s, status: 200)
[t=900.75s] Completed batch 54 (duration: 176.61s, status: 200)
[t=907.29s] Sending batch 76 (scheduled: 907.28s, size: 3)
[t=907.83s] Completed batch 74 (duration: 37.68s, status: 200)
[t=911.21s] Sending batch 77 (scheduled: 911.21s, size: 5)
[t=918.60s] Completed batch 58 (duration: 164.59s, status: 200)
[t=931.63s] Sending batch 78 (scheduled: 931.63s, size: 5)
[t=939.40s] Sending batch 79 (scheduled: 939.39s, size: 2)
[t=939.57s] Completed batch 61 (duration: 165.22s, status: 200)
[t=948.30s] Completed batch 53 (duration: 248.60s, status: 200)
[t=950.92s] Completed batch 65 (duration: 141.22s, status: 200)
[t=953.03s] Sending batch 80 (scheduled: 953.02s, size: 1)
[t=961.04s] Completed batch 77 (duration: 49.83s, status: 200)
[t=964.82s] Completed batch 79 (duration: 25.41s, status: 200)
[t=972.76s] Completed batch 76 (duration: 65.48s, status: 200)
[t=982.52s] Sending batch 81 (scheduled: 982.51s, size: 3)
[t=982.80s] Completed batch 50 (duration: 312.13s, status: 200)
[t=987.05s] Completed batch 62 (duration: 195.63s, status: 200)
[t=987.66s] Sending batch 82 (scheduled: 987.66s, size: 5)
[t=991.44s] Completed batch 59 (duration: 234.27s, status: 200)
[t=993.03s] Completed batch 69 (duration: 146.42s, status: 200)
[t=995.02s] Sending batch 83 (scheduled: 995.01s, size: 4)
[t=1004.33s] Completed batch 80 (duration: 51.30s, status: 200)
[t=1013.13s] Completed batch 73 (duration: 145.15s, status: 200)
[t=1017.06s] Sending batch 84 (scheduled: 1017.05s, size: 3)
[t=1024.98s] Sending batch 85 (scheduled: 1024.98s, size: 4)
[t=1027.38s] Completed batch 83 (duration: 32.36s, status: 200)
[t=1039.05s] Sending batch 86 (scheduled: 1039.04s, size: 4)
[t=1040.34s] Sending batch 87 (scheduled: 1040.34s, size: 1)
[t=1065.25s] Completed batch 85 (duration: 40.27s, status: 200)
[t=1074.52s] Completed batch 68 (duration: 232.88s, status: 200)
[t=1075.04s] Completed batch 87 (duration: 34.69s, status: 200)
[t=1079.11s] Completed batch 82 (duration: 91.44s, status: 200)
[t=1080.14s] Sending batch 88 (scheduled: 1080.14s, size: 1)
[t=1089.01s] Completed batch 86 (duration: 49.96s, status: 200)
[t=1096.11s] Sending batch 89 (scheduled: 1096.10s, size: 2)
[t=1097.92s] Completed batch 89 (duration: 1.81s, status: 200)
[t=1107.21s] Sending batch 90 (scheduled: 1107.20s, size: 3)
[t=1113.01s] Completed batch 84 (duration: 95.96s, status: 200)
[t=1114.01s] Sending batch 91 (scheduled: 1114.01s, size: 3)
[t=1114.97s] Sending batch 92 (scheduled: 1114.97s, size: 4)
[t=1116.55s] Completed batch 81 (duration: 134.03s, status: 200)
[t=1118.79s] Sending batch 93 (scheduled: 1118.79s, size: 3)
[t=1121.71s] Completed batch 88 (duration: 41.57s, status: 200)
[t=1139.29s] Sending batch 94 (scheduled: 1139.29s, size: 2)
[t=1140.07s] Sending batch 95 (scheduled: 1140.07s, size: 1)
[t=1141.62s] Completed batch 95 (duration: 1.55s, status: 200)
[t=1144.34s] Sending batch 96 (scheduled: 1144.34s, size: 5)
[t=1148.36s] Completed batch 78 (duration: 216.73s, status: 200)
[t=1150.99s] Completed batch 71 (duration: 297.72s, status: 200)
[t=1151.66s] Sending batch 97 (scheduled: 1151.66s, size: 3)
[t=1163.03s] Completed batch 92 (duration: 48.06s, status: 200)
[t=1177.72s] Completed batch 93 (duration: 58.93s, status: 200)
[t=1180.64s] Completed batch 91 (duration: 66.63s, status: 200)
[t=1181.48s] Completed batch 94 (duration: 42.18s, status: 200)
[t=1198.06s] Completed batch 97 (duration: 46.40s, status: 200)
[t=1223.22s] Completed batch 90 (duration: 116.01s, status: 200)
[t=1413.98s] Completed batch 96 (duration: 269.64s, status: 200)

============================================================
Simulation complete!
Total time: 1413.98s (scheduled: 1151.66s)
Successful: 98/98
Failed: 0/98
Summary saved to: run3/simulation_summary.json
============================================================
