Starting simulation with 98 batches
Total prompts: 300
Arrival simulation duration: 1151.66 seconds
Output directory: run4
Max concurrent requests: 300

[t=3.09s] Sending batch 0 (scheduled: 3.09s, size: 2)
[t=251.32s] Sending batch 23 (scheduled: 251.31s, size: 2)
[t=261.68s] Sending batch 24 (scheduled: 261.67s, size: 2)
[t=271.10s] Sending batch 25 (scheduled: 271.10s, size: 2)
[t=274.18s] Completed batch 24 (duration: 12.50s, status: 200)
[t=279.91s] Completed batch 25 (duration: 8.81s, status: 200)
[t=281.63s] Completed batch 23 (duration: 30.31s, status: 200)
[t=286.37s] Sending batch 26 (scheduled: 286.36s, size: 6)
[t=292.88s] Sending batch 27 (scheduled: 292.88s, size: 5)
[t=315.16s] Sending batch 28 (scheduled: 315.15s, size: 2)
[t=327.05s] Completed batch 28 (duration: 11.89s, status: 200)
[t=327.86s] Completed batch 27 (duration: 34.97s, status: 200)
[t=329.04s] Completed batch 26 (duration: 42.67s, status: 200)
[t=351.37s] Sending batch 29 (scheduled: 351.36s, size: 1)
[t=351.91s] Sending batch 30 (scheduled: 351.91s, size: 7)
[t=356.90s] Sending batch 31 (scheduled: 356.89s, size: 6)
[t=365.54s] Completed batch 29 (duration: 14.17s, status: 200)
[t=397.60s] Completed batch 30 (duration: 45.69s, status: 200)
[t=402.27s] Completed batch 31 (duration: 45.37s, status: 200)
[t=410.35s] Sending batch 32 (scheduled: 410.34s, size: 3)
[t=411.23s] Sending batch 33 (scheduled: 411.23s, size: 4)
[t=417.23s] Sending batch 34 (scheduled: 417.23s, size: 5)
[t=424.56s] Sending batch 35 (scheduled: 424.55s, size: 1)
[t=436.91s] Sending batch 36 (scheduled: 436.89s, size: 3)
[t=442.54s] Completed batch 35 (duration: 17.97s, status: 200)
[t=460.26s] Sending batch 37 (scheduled: 460.26s, size: 4)
[t=461.48s] Completed batch 34 (duration: 44.25s, status: 200)
[t=465.14s] Sending batch 38 (scheduled: 465.14s, size: 4)
[t=467.30s] Sending batch 39 (scheduled: 467.30s, size: 5)
[t=470.40s] Completed batch 32 (duration: 60.05s, status: 200)
[t=488.07s] Sending batch 40 (scheduled: 488.06s, size: 3)
[t=492.46s] Completed batch 37 (duration: 32.20s, status: 200)
[t=501.91s] Completed batch 40 (duration: 13.84s, status: 200)
[t=503.53s] Sending batch 41 (scheduled: 503.53s, size: 2)
[t=506.93s] Completed batch 39 (duration: 39.63s, status: 200)
[t=523.05s] Completed batch 36 (duration: 86.14s, status: 200)
[t=540.08s] Sending batch 42 (scheduled: 540.06s, size: 4)
[t=545.52s] Completed batch 41 (duration: 41.99s, status: 200)
[t=565.69s] Sending batch 43 (scheduled: 565.68s, size: 3)
[t=572.75s] Completed batch 38 (duration: 107.61s, status: 200)
[t=574.68s] Completed batch 42 (duration: 34.60s, status: 200)
[t=591.01s] Sending batch 44 (scheduled: 591.00s, size: 8)
[t=599.82s] Sending batch 45 (scheduled: 599.82s, size: 3)
[t=618.56s] Completed batch 43 (duration: 52.87s, status: 200)
[t=624.19s] Sending batch 46 (scheduled: 624.19s, size: 2)
[t=624.23s] Sending batch 47 (scheduled: 624.22s, size: 2)
[t=637.14s] Completed batch 46 (duration: 12.94s, status: 200)
[t=651.55s] Sending batch 48 (scheduled: 651.54s, size: 1)
[t=653.82s] Sending batch 49 (scheduled: 653.82s, size: 1)
[t=656.56s] Completed batch 45 (duration: 56.74s, status: 200)
[t=660.38s] Completed batch 48 (duration: 8.83s, status: 200)
[t=670.67s] Sending batch 50 (scheduled: 670.66s, size: 3)
[t=676.38s] Completed batch 49 (duration: 22.56s, status: 200)
[t=678.03s] Sending batch 51 (scheduled: 678.03s, size: 4)
[t=684.98s] Sending batch 52 (scheduled: 684.97s, size: 2)
[t=696.85s] Completed batch 52 (duration: 11.87s, status: 200)
[t=699.71s] Sending batch 53 (scheduled: 699.70s, size: 2)
[t=708.30s] Completed batch 53 (duration: 8.60s, status: 200)
[t=709.64s] Completed batch 47 (duration: 85.42s, status: 200)
[t=724.15s] Sending batch 54 (scheduled: 724.14s, size: 5)
[t=728.50s] Completed batch 50 (duration: 57.83s, status: 200)
[t=730.81s] Sending batch 55 (scheduled: 730.81s, size: 2)
[t=739.34s] Completed batch 51 (duration: 61.31s, status: 200)
[t=740.95s] Sending batch 56 (scheduled: 740.95s, size: 3)
[t=746.62s] Completed batch 54 (duration: 22.48s, status: 200)
[t=750.19s] Sending batch 57 (scheduled: 750.18s, size: 4)
[t=754.01s] Sending batch 58 (scheduled: 754.01s, size: 1)
[t=757.18s] Sending batch 59 (scheduled: 757.17s, size: 4)
[t=762.90s] Sending batch 60 (scheduled: 762.89s, size: 2)
[t=764.46s] Completed batch 58 (duration: 10.45s, status: 200)
[t=773.12s] Completed batch 56 (duration: 32.17s, status: 200)
[t=774.35s] Sending batch 61 (scheduled: 774.35s, size: 5)
[t=775.17s] Completed batch 55 (duration: 44.36s, status: 200)
[t=783.41s] Completed batch 57 (duration: 33.23s, status: 200)
[t=791.43s] Sending batch 62 (scheduled: 791.42s, size: 2)
[t=793.48s] Sending batch 63 (scheduled: 793.48s, size: 3)
[t=794.13s] Completed batch 60 (duration: 31.23s, status: 200)
[t=798.45s] Completed batch 59 (duration: 41.28s, status: 200)
[t=800.68s] Completed batch 61 (duration: 26.32s, status: 200)
[t=803.36s] Sending batch 64 (scheduled: 803.36s, size: 3)
[t=804.03s] Completed batch 33 (duration: 392.80s, status: 200)
[t=809.70s] Sending batch 65 (scheduled: 809.69s, size: 3)
[t=821.56s] Sending batch 66 (scheduled: 821.55s, size: 2)
[t=827.68s] Completed batch 66 (duration: 6.12s, status: 200)
[t=835.66s] Sending batch 67 (scheduled: 835.66s, size: 1)
[t=835.86s] Completed batch 62 (duration: 44.43s, status: 200)
[t=841.60s] Completed batch 65 (duration: 31.90s, status: 200)
[t=841.63s] Sending batch 68 (scheduled: 841.63s, size: 4)
[t=843.88s] Completed batch 63 (duration: 50.40s, status: 200)
[t=846.61s] Sending batch 69 (scheduled: 846.60s, size: 4)
[t=849.18s] Sending batch 70 (scheduled: 849.18s, size: 1)
[t=850.33s] Completed batch 67 (duration: 14.67s, status: 200)
[t=853.27s] Sending batch 71 (scheduled: 853.26s, size: 6)
[t=861.12s] Completed batch 64 (duration: 57.77s, status: 200)
[t=867.88s] Sending batch 72 (scheduled: 867.87s, size: 1)
[t=867.97s] Sending batch 73 (scheduled: 867.97s, size: 5)
[t=870.15s] Sending batch 74 (scheduled: 870.14s, size: 2)
[t=872.10s] Completed batch 70 (duration: 22.91s, status: 200)
[t=875.49s] Completed batch 74 (duration: 5.34s, status: 200)
[t=886.60s] Sending batch 75 (scheduled: 886.59s, size: 1)
[t=907.30s] Sending batch 76 (scheduled: 907.28s, size: 3)
[t=911.21s] Sending batch 77 (scheduled: 911.21s, size: 5)
[t=912.06s] Completed batch 68 (duration: 70.43s, status: 200)
[t=916.61s] Completed batch 72 (duration: 48.73s, status: 200)
[t=918.13s] Completed batch 69 (duration: 71.53s, status: 200)
[t=930.53s] Completed batch 76 (duration: 23.23s, status: 200)
[t=931.63s] Sending batch 78 (scheduled: 931.63s, size: 5)
[t=938.53s] Completed batch 71 (duration: 85.27s, status: 200)
[t=939.40s] Sending batch 79 (scheduled: 939.39s, size: 2)
[t=942.70s] Completed batch 77 (duration: 31.49s, status: 200)
[t=951.20s] Completed batch 75 (duration: 64.60s, status: 200)
[t=953.02s] Sending batch 80 (scheduled: 953.02s, size: 1)
[t=955.86s] Completed batch 79 (duration: 16.47s, status: 200)
[t=956.79s] Completed batch 78 (duration: 25.16s, status: 200)
[t=956.98s] Completed batch 80 (duration: 3.95s, status: 200)
[t=965.94s] Completed batch 44 (duration: 374.93s, status: 200)
[t=967.76s] Completed batch 73 (duration: 99.79s, status: 200)
[t=982.52s] Sending batch 81 (scheduled: 982.51s, size: 3)
[t=987.67s] Sending batch 82 (scheduled: 987.66s, size: 5)
[t=995.02s] Sending batch 83 (scheduled: 995.01s, size: 4)
[t=1006.85s] Completed batch 81 (duration: 24.33s, status: 200)
[t=1017.06s] Sending batch 84 (scheduled: 1017.05s, size: 3)
[t=1024.98s] Sending batch 85 (scheduled: 1024.98s, size: 4)
[t=1028.42s] Completed batch 82 (duration: 40.75s, status: 200)
[t=1039.05s] Sending batch 86 (scheduled: 1039.04s, size: 4)
[t=1040.34s] Sending batch 87 (scheduled: 1040.34s, size: 1)
[t=1041.89s] Completed batch 83 (duration: 46.87s, status: 200)
[t=1068.80s] Completed batch 85 (duration: 43.82s, status: 200)
[t=1074.57s] Completed batch 87 (duration: 34.23s, status: 200)
[t=1075.36s] Completed batch 84 (duration: 58.29s, status: 200)
[t=1080.14s] Sending batch 88 (scheduled: 1080.14s, size: 1)
[t=1096.11s] Sending batch 89 (scheduled: 1096.10s, size: 2)
[t=1107.21s] Sending batch 90 (scheduled: 1107.20s, size: 3)
[t=1109.46s] Completed batch 88 (duration: 29.32s, status: 200)
[t=1114.01s] Sending batch 91 (scheduled: 1114.01s, size: 3)
[t=1114.97s] Sending batch 92 (scheduled: 1114.97s, size: 4)
[t=1118.79s] Sending batch 93 (scheduled: 1118.79s, size: 3)
[t=1121.37s] Completed batch 86 (duration: 82.33s, status: 200)
[t=1127.51s] Completed batch 89 (duration: 31.40s, status: 200)
[t=1139.30s] Sending batch 94 (scheduled: 1139.29s, size: 2)
[t=1140.07s] Sending batch 95 (scheduled: 1140.07s, size: 1)
[t=1144.34s] Sending batch 96 (scheduled: 1144.34s, size: 5)
[t=1145.96s] Completed batch 92 (duration: 30.99s, status: 200)
[t=1149.08s] Completed batch 94 (duration: 9.78s, status: 200)
[t=1151.66s] Sending batch 97 (scheduled: 1151.66s, size: 3)
[t=1156.48s] Completed batch 93 (duration: 37.69s, status: 200)
[t=1158.47s] Completed batch 91 (duration: 44.46s, status: 200)
[t=1169.05s] Completed batch 95 (duration: 28.98s, status: 200)
[t=1179.05s] Completed batch 90 (duration: 71.85s, status: 200)
[t=1189.76s] Completed batch 97 (duration: 38.10s, status: 200)
[t=1208.65s] Completed batch 96 (duration: 64.30s, status: 200)

============================================================
Simulation complete!
Total time: 1208.65s (scheduled: 1151.66s)
Successful: 98/98
Failed: 0/98
Summary saved to: run4/simulation_summary.json
============================================================
