Starting simulation with 98 batches
Total prompts: 300
Arrival simulation duration: 1151.66 seconds
Output directory: run7
Max concurrent requests: 300

[t=3.09s] Sending batch 0 (scheduled: 3.09s, size: 2)
[t=261.67s] Sending batch 24 (scheduled: 261.67s, size: 2)
[t=264.55s] Completed batch 21 (duration: 54.35s, status: 200)
[t=270.72s] Completed batch 17 (duration: 95.09s, status: 200)
[t=271.10s] Sending batch 25 (scheduled: 271.10s, size: 2)
[t=284.42s] Completed batch 10 (duration: 173.30s, status: 200)
[t=286.37s] Sending batch 26 (scheduled: 286.36s, size: 6)
[t=287.76s] Completed batch 25 (duration: 16.67s, status: 200)
[t=292.88s] Sending batch 27 (scheduled: 292.88s, size: 5)
[t=315.16s] Sending batch 28 (scheduled: 315.15s, size: 2)
[t=332.72s] Completed batch 20 (duration: 128.59s, status: 200)
[t=351.37s] Sending batch 29 (scheduled: 351.36s, size: 1)
[t=351.91s] Sending batch 30 (scheduled: 351.91s, size: 7)
[t=352.49s] Completed batch 24 (duration: 90.82s, status: 200)
[t=356.90s] Sending batch 31 (scheduled: 356.89s, size: 6)
[t=364.01s] Completed batch 27 (duration: 71.13s, status: 200)
[t=365.14s] Completed batch 13 (duration: 216.88s, status: 200)
[t=366.24s] Completed batch 18 (duration: 182.40s, status: 200)
[t=408.76s] Completed batch 23 (duration: 157.45s, status: 200)
[t=409.46s] Completed batch 28 (duration: 94.31s, status: 200)
[t=410.34s] Sending batch 32 (scheduled: 410.34s, size: 3)
[t=411.23s] Sending batch 33 (scheduled: 411.23s, size: 4)
[t=417.23s] Sending batch 34 (scheduled: 417.23s, size: 5)
[t=424.56s] Sending batch 35 (scheduled: 424.55s, size: 1)
[t=436.90s] Sending batch 36 (scheduled: 436.89s, size: 3)
[t=439.08s] Completed batch 30 (duration: 87.17s, status: 200)
[t=450.90s] Completed batch 35 (duration: 26.34s, status: 200)
[t=460.27s] Sending batch 37 (scheduled: 460.26s, size: 4)
[t=465.14s] Sending batch 38 (scheduled: 465.14s, size: 4)
[t=467.30s] Sending batch 39 (scheduled: 467.30s, size: 5)
[t=471.95s] Completed batch 34 (duration: 54.72s, status: 200)
[t=488.06s] Sending batch 40 (scheduled: 488.06s, size: 3)
[t=489.99s] Completed batch 31 (duration: 133.10s, status: 200)
[t=495.97s] Completed batch 26 (duration: 209.61s, status: 200)
[t=503.53s] Sending batch 41 (scheduled: 503.53s, size: 2)
[t=521.65s] Completed batch 29 (duration: 170.28s, status: 200)
[t=527.15s] Completed batch 39 (duration: 59.85s, status: 200)
[t=540.07s] Sending batch 42 (scheduled: 540.06s, size: 4)
[t=550.50s] Completed batch 36 (duration: 113.60s, status: 200)
[t=558.92s] Completed batch 37 (duration: 98.65s, status: 200)
[t=565.69s] Sending batch 43 (scheduled: 565.68s, size: 3)
[t=568.56s] Completed batch 40 (duration: 80.49s, status: 200)
[t=591.00s] Sending batch 44 (scheduled: 591.00s, size: 8)
[t=599.83s] Sending batch 45 (scheduled: 599.82s, size: 3)
[t=624.20s] Sending batch 46 (scheduled: 624.19s, size: 2)
[t=624.23s] Sending batch 47 (scheduled: 624.22s, size: 2)
[t=629.76s] Completed batch 43 (duration: 64.07s, status: 200)
[t=642.78s] Completed batch 33 (duration: 231.54s, status: 200)
[t=643.22s] Completed batch 46 (duration: 19.02s, status: 200)
[t=651.54s] Sending batch 48 (scheduled: 651.54s, size: 1)
[t=653.82s] Sending batch 49 (scheduled: 653.82s, size: 1)
[t=670.67s] Sending batch 50 (scheduled: 670.66s, size: 3)
[t=673.76s] Completed batch 49 (duration: 19.94s, status: 200)
[t=678.03s] Sending batch 51 (scheduled: 678.03s, size: 4)
[t=684.98s] Sending batch 52 (scheduled: 684.97s, size: 2)
[t=686.67s] Completed batch 32 (duration: 276.32s, status: 200)
[t=695.96s] Completed batch 47 (duration: 71.73s, status: 200)
[t=699.71s] Sending batch 53 (scheduled: 699.70s, size: 2)
[t=724.14s] Sending batch 54 (scheduled: 724.14s, size: 5)
[t=730.82s] Sending batch 55 (scheduled: 730.81s, size: 2)
[t=739.88s] Completed batch 38 (duration: 274.74s, status: 200)
[t=740.95s] Sending batch 56 (scheduled: 740.95s, size: 3)
[t=750.19s] Sending batch 57 (scheduled: 750.18s, size: 4)
[t=754.01s] Sending batch 58 (scheduled: 754.01s, size: 1)
[t=757.18s] Sending batch 59 (scheduled: 757.17s, size: 4)
[t=762.90s] Sending batch 60 (scheduled: 762.89s, size: 2)
[t=770.12s] Completed batch 41 (duration: 266.59s, status: 200)
[t=774.36s] Sending batch 61 (scheduled: 774.35s, size: 5)
[t=791.42s] Sending batch 62 (scheduled: 791.42s, size: 2)
[t=793.48s] Sending batch 63 (scheduled: 793.48s, size: 3)
[t=802.70s] Completed batch 45 (duration: 202.87s, status: 200)
[t=803.36s] Sending batch 64 (scheduled: 803.36s, size: 3)
[t=804.79s] Completed batch 51 (duration: 126.76s, status: 200)
[t=809.70s] Sending batch 65 (scheduled: 809.69s, size: 3)
[t=810.89s] Completed batch 42 (duration: 270.82s, status: 200)
[t=814.38s] Completed batch 60 (duration: 51.48s, status: 200)
[t=821.55s] Sending batch 66 (scheduled: 821.55s, size: 2)
[t=831.00s] Completed batch 63 (duration: 37.52s, status: 200)
[t=835.66s] Sending batch 67 (scheduled: 835.66s, size: 1)
[t=841.64s] Sending batch 68 (scheduled: 841.63s, size: 4)
[t=841.89s] Completed batch 52 (duration: 156.91s, status: 200)
[t=846.11s] Completed batch 57 (duration: 95.91s, status: 200)
[t=846.60s] Sending batch 69 (scheduled: 846.60s, size: 4)
[t=849.18s] Sending batch 70 (scheduled: 849.18s, size: 1)
[t=849.51s] Completed batch 67 (duration: 13.86s, status: 200)
[t=853.27s] Sending batch 71 (scheduled: 853.26s, size: 6)
[t=864.42s] Completed batch 44 (duration: 273.42s, status: 200)
[t=867.88s] Sending batch 72 (scheduled: 867.87s, size: 1)
[t=867.97s] Sending batch 73 (scheduled: 867.97s, size: 5)
[t=870.15s] Sending batch 74 (scheduled: 870.14s, size: 2)
[t=878.22s] Completed batch 62 (duration: 86.79s, status: 200)
[t=886.59s] Sending batch 75 (scheduled: 886.59s, size: 1)
[t=887.56s] Completed batch 58 (duration: 133.55s, status: 200)
[t=894.21s] Completed batch 74 (duration: 24.06s, status: 200)
[t=903.74s] Completed batch 48 (duration: 252.20s, status: 200)
[t=903.74s] Completed batch 70 (duration: 54.56s, status: 200)
[t=907.28s] Sending batch 76 (scheduled: 907.28s, size: 3)
[t=909.05s] Completed batch 64 (duration: 105.69s, status: 200)
[t=911.21s] Sending batch 77 (scheduled: 911.21s, size: 5)
[t=921.94s] Completed batch 65 (duration: 112.24s, status: 200)
[t=931.63s] Sending batch 78 (scheduled: 931.63s, size: 5)
[t=934.05s] Completed batch 53 (duration: 234.34s, status: 200)
[t=939.40s] Sending batch 79 (scheduled: 939.39s, size: 2)
[t=944.51s] Completed batch 72 (duration: 76.64s, status: 200)
[t=949.42s] Completed batch 66 (duration: 127.87s, status: 200)
[t=953.03s] Sending batch 80 (scheduled: 953.02s, size: 1)
[t=957.55s] Completed batch 75 (duration: 70.96s, status: 200)
[t=963.33s] Completed batch 61 (duration: 188.98s, status: 200)
[t=964.96s] Completed batch 79 (duration: 25.57s, status: 200)
[t=967.69s] Completed batch 80 (duration: 14.66s, status: 200)
[t=971.75s] Completed batch 50 (duration: 301.07s, status: 200)
[t=975.23s] Completed batch 73 (duration: 107.26s, status: 200)
[t=978.36s] Completed batch 56 (duration: 237.41s, status: 200)
[t=982.52s] Sending batch 81 (scheduled: 982.51s, size: 3)
[t=984.17s] Completed batch 76 (duration: 76.88s, status: 200)
[t=987.67s] Sending batch 82 (scheduled: 987.66s, size: 5)
[t=995.01s] Sending batch 83 (scheduled: 995.01s, size: 4)
[t=995.03s] Completed batch 55 (duration: 264.22s, status: 200)
[t=997.14s] Completed batch 54 (duration: 273.00s, status: 200)
[t=1002.75s] Completed batch 69 (duration: 156.15s, status: 200)
[t=1017.06s] Sending batch 84 (scheduled: 1017.05s, size: 3)
[t=1024.98s] Sending batch 85 (scheduled: 1024.98s, size: 4)
[t=1039.05s] Sending batch 86 (scheduled: 1039.04s, size: 4)
[t=1040.34s] Sending batch 87 (scheduled: 1040.34s, size: 1)
[t=1053.50s] Completed batch 59 (duration: 296.32s, status: 200)
[t=1059.84s] Completed batch 78 (duration: 128.21s, status: 200)
[t=1066.43s] Completed batch 84 (duration: 49.37s, status: 200)
[t=1067.89s] Completed batch 87 (duration: 27.55s, status: 200)
[t=1068.01s] Completed batch 68 (duration: 226.38s, status: 200)
[t=1080.10s] Completed batch 77 (duration: 168.89s, status: 200)
[t=1080.14s] Sending batch 88 (scheduled: 1080.14s, size: 1)
[t=1096.11s] Sending batch 89 (scheduled: 1096.10s, size: 2)
[t=1107.21s] Sending batch 90 (scheduled: 1107.20s, size: 3)
[t=1112.55s] Completed batch 86 (duration: 73.49s, status: 200)
[t=1114.01s] Sending batch 91 (scheduled: 1114.01s, size: 3)
[t=1114.97s] Sending batch 92 (scheduled: 1114.97s, size: 4)
[t=1118.79s] Sending batch 93 (scheduled: 1118.79s, size: 3)
[t=1120.45s] Completed batch 83 (duration: 125.44s, status: 200)
[t=1122.01s] Completed batch 81 (duration: 139.49s, status: 200)
[t=1131.01s] Completed batch 88 (duration: 50.87s, status: 200)
[t=1136.05s] Completed batch 85 (duration: 111.06s, status: 200)
[t=1139.29s] Sending batch 94 (scheduled: 1139.29s, size: 2)
[t=1140.07s] Sending batch 95 (scheduled: 1140.07s, size: 1)
[t=1144.34s] Sending batch 96 (scheduled: 1144.34s, size: 5)
[t=1151.67s] Sending batch 97 (scheduled: 1151.66s, size: 3)
[t=1157.19s] Completed batch 89 (duration: 61.08s, status: 200)
[t=1166.71s] Completed batch 93 (duration: 47.92s, status: 200)
[t=1173.68s] Completed batch 92 (duration: 58.71s, status: 200)
[t=1187.39s] Completed batch 95 (duration: 47.32s, status: 200)
[t=1210.04s] Completed batch 71 (duration: 356.77s, status: 200)
[t=1226.08s] Completed batch 90 (duration: 118.87s, status: 200)
[t=1269.14s] Completed batch 94 (duration: 129.85s, status: 200)
[t=1313.15s] Completed batch 82 (duration: 325.48s, status: 200)
[t=1355.67s] Completed batch 91 (duration: 241.66s, status: 200)
[t=1455.04s] Completed batch 96 (duration: 310.70s, status: 200)
[t=1634.94s] Completed batch 97 (duration: 483.27s, status: 200)

============================================================
Simulation complete!
Total time: 1634.94s (scheduled: 1151.66s)
Successful: 98/98
Failed: 0/98
Summary saved to: run7/simulation_summary.json
============================================================
