Starting simulation with 98 batches
Total prompts: 300
Arrival simulation duration: 1151.66 seconds
Output directory: run2
Max concurrent requests: 300

[t=3.09s] Sending batch 0 (scheduled: 3.09s, size: 2)
[t=225.98s] Completed batch 21 (duration: 15.78s, status: 200)
[t=235.39s] Completed batch 5 (duration: 167.10s, status: 200)
[t=235.58s] Sending batch 22 (scheduled: 235.58s, size: 1)
[t=237.11s] Completed batch 22 (duration: 1.53s, status: 200)
[t=247.78s] Completed batch 11 (duration: 131.64s, status: 200)
[t=251.31s] Sending batch 23 (scheduled: 251.31s, size: 2)
[t=261.68s] Sending batch 24 (scheduled: 261.67s, size: 2)
[t=271.10s] Sending batch 25 (scheduled: 271.10s, size: 2)
[t=284.84s] Completed batch 25 (duration: 13.74s, status: 200)
[t=286.37s] Sending batch 26 (scheduled: 286.36s, size: 6)
[t=292.89s] Sending batch 27 (scheduled: 292.88s, size: 5)
[t=315.17s] Sending batch 28 (scheduled: 315.15s, size: 2)
[t=328.41s] Completed batch 26 (duration: 42.04s, status: 200)
[t=342.55s] Completed batch 28 (duration: 27.38s, status: 200)
[t=349.01s] Completed batch 20 (duration: 144.88s, status: 200)
[t=351.36s] Sending batch 29 (scheduled: 351.36s, size: 1)
[t=351.91s] Sending batch 30 (scheduled: 351.91s, size: 7)
[t=356.90s] Sending batch 31 (scheduled: 356.89s, size: 6)
[t=362.29s] Completed batch 13 (duration: 214.03s, status: 200)
[t=387.88s] Completed batch 27 (duration: 94.99s, status: 200)
[t=393.98s] Completed batch 29 (duration: 42.62s, status: 200)
[t=401.42s] Completed batch 23 (duration: 150.10s, status: 200)
[t=409.91s] Completed batch 30 (duration: 58.01s, status: 200)
[t=410.34s] Sending batch 32 (scheduled: 410.34s, size: 3)
[t=411.23s] Sending batch 33 (scheduled: 411.23s, size: 4)
[t=417.24s] Sending batch 34 (scheduled: 417.23s, size: 5)
[t=424.56s] Sending batch 35 (scheduled: 424.55s, size: 1)
[t=434.50s] Completed batch 35 (duration: 9.94s, status: 200)
[t=435.48s] Completed batch 24 (duration: 173.80s, status: 200)
[t=436.90s] Sending batch 36 (scheduled: 436.89s, size: 3)
[t=450.49s] Completed batch 34 (duration: 33.26s, status: 200)
[t=460.27s] Sending batch 37 (scheduled: 460.26s, size: 4)
[t=465.14s] Sending batch 38 (scheduled: 465.14s, size: 4)
[t=467.30s] Sending batch 39 (scheduled: 467.30s, size: 5)
[t=488.08s] Sending batch 40 (scheduled: 488.06s, size: 3)
[t=493.63s] Completed batch 37 (duration: 33.36s, status: 200)
[t=502.46s] Completed batch 31 (duration: 145.56s, status: 200)
[t=503.53s] Sending batch 41 (scheduled: 503.53s, size: 2)
[t=505.13s] Completed batch 40 (duration: 17.05s, status: 200)
[t=520.76s] Completed batch 39 (duration: 53.46s, status: 200)
[t=540.08s] Sending batch 42 (scheduled: 540.06s, size: 4)
[t=540.90s] Completed batch 36 (duration: 104.00s, status: 200)
[t=543.99s] Completed batch 42 (duration: 3.91s, status: 200)
[t=565.69s] Sending batch 43 (scheduled: 565.68s, size: 3)
[t=571.23s] Completed batch 38 (duration: 106.09s, status: 200)
[t=591.00s] Sending batch 44 (scheduled: 591.00s, size: 8)
[t=596.76s] Completed batch 43 (duration: 31.08s, status: 200)
[t=599.82s] Sending batch 45 (scheduled: 599.82s, size: 3)
[t=624.20s] Sending batch 46 (scheduled: 624.19s, size: 2)
[t=624.23s] Sending batch 47 (scheduled: 624.22s, size: 2)
[t=639.58s] Completed batch 33 (duration: 228.35s, status: 200)
[t=647.05s] Completed batch 41 (duration: 143.52s, status: 200)
[t=651.54s] Sending batch 48 (scheduled: 651.54s, size: 1)
[t=653.22s] Completed batch 32 (duration: 242.88s, status: 200)
[t=653.82s] Sending batch 49 (scheduled: 653.82s, size: 1)
[t=670.66s] Sending batch 50 (scheduled: 670.66s, size: 3)
[t=674.58s] Completed batch 49 (duration: 20.76s, status: 200)
[t=676.68s] Completed batch 46 (duration: 52.48s, status: 200)
[t=678.03s] Sending batch 51 (scheduled: 678.03s, size: 4)
[t=684.97s] Sending batch 52 (scheduled: 684.97s, size: 2)
[t=698.73s] Completed batch 47 (duration: 74.51s, status: 200)
[t=699.70s] Sending batch 53 (scheduled: 699.70s, size: 2)
[t=713.81s] Completed batch 51 (duration: 35.78s, status: 200)
[t=721.37s] Completed batch 45 (duration: 121.54s, status: 200)
[t=724.14s] Sending batch 54 (scheduled: 724.14s, size: 5)
[t=726.77s] Completed batch 53 (duration: 27.07s, status: 200)
[t=730.81s] Sending batch 55 (scheduled: 730.81s, size: 2)
[t=740.96s] Sending batch 56 (scheduled: 740.95s, size: 3)
[t=750.19s] Sending batch 57 (scheduled: 750.18s, size: 4)
[t=754.01s] Sending batch 58 (scheduled: 754.01s, size: 1)
[t=756.06s] Completed batch 54 (duration: 31.92s, status: 200)
[t=757.17s] Sending batch 59 (scheduled: 757.17s, size: 4)
[t=762.90s] Sending batch 60 (scheduled: 762.89s, size: 2)
[t=774.36s] Sending batch 61 (scheduled: 774.35s, size: 5)
[t=775.20s] Completed batch 58 (duration: 21.18s, status: 200)
[t=781.88s] Completed batch 60 (duration: 18.98s, status: 200)
[t=791.42s] Sending batch 62 (scheduled: 791.42s, size: 2)
[t=793.48s] Sending batch 63 (scheduled: 793.48s, size: 3)
[t=803.36s] Sending batch 64 (scheduled: 803.36s, size: 3)
[t=804.52s] Completed batch 57 (duration: 54.34s, status: 200)
[t=807.72s] Completed batch 63 (duration: 14.24s, status: 200)
[t=809.70s] Sending batch 65 (scheduled: 809.69s, size: 3)
[t=821.55s] Sending batch 66 (scheduled: 821.55s, size: 2)
[t=831.26s] Completed batch 64 (duration: 27.90s, status: 200)
[t=835.66s] Sending batch 67 (scheduled: 835.66s, size: 1)
[t=837.94s] Completed batch 67 (duration: 2.28s, status: 200)
[t=841.63s] Sending batch 68 (scheduled: 841.63s, size: 4)
[t=846.61s] Sending batch 69 (scheduled: 846.60s, size: 4)
[t=849.18s] Sending batch 70 (scheduled: 849.18s, size: 1)
[t=850.80s] Completed batch 70 (duration: 1.62s, status: 200)
[t=853.26s] Sending batch 71 (scheduled: 853.26s, size: 6)
[t=867.87s] Sending batch 72 (scheduled: 867.87s, size: 1)
[t=867.97s] Sending batch 73 (scheduled: 867.97s, size: 5)
[t=869.92s] Completed batch 72 (duration: 2.05s, status: 200)
[t=870.15s] Sending batch 74 (scheduled: 870.14s, size: 2)
[t=877.35s] Completed batch 44 (duration: 286.35s, status: 200)
[t=880.28s] Completed batch 48 (duration: 228.74s, status: 200)
[t=886.59s] Sending batch 75 (scheduled: 886.59s, size: 1)
[t=888.28s] Completed batch 75 (duration: 1.69s, status: 200)
[t=897.76s] Completed batch 59 (duration: 140.59s, status: 200)
[t=907.29s] Sending batch 76 (scheduled: 907.28s, size: 3)
[t=911.21s] Sending batch 77 (scheduled: 911.21s, size: 5)
[t=915.87s] Completed batch 74 (duration: 45.72s, status: 200)
[t=927.13s] Completed batch 62 (duration: 135.71s, status: 200)
[t=931.63s] Sending batch 78 (scheduled: 931.63s, size: 5)
[t=935.25s] Completed batch 50 (duration: 264.59s, status: 200)
[t=939.40s] Sending batch 79 (scheduled: 939.39s, size: 2)
[t=939.43s] Completed batch 65 (duration: 129.74s, status: 200)
[t=950.30s] Completed batch 56 (duration: 209.34s, status: 200)
[t=953.03s] Sending batch 80 (scheduled: 953.02s, size: 1)
[t=953.51s] Completed batch 55 (duration: 222.70s, status: 200)
[t=958.16s] Completed batch 66 (duration: 136.61s, status: 200)
[t=960.61s] Completed batch 61 (duration: 186.25s, status: 200)
[t=962.05s] Completed batch 79 (duration: 22.65s, status: 200)
[t=968.78s] Completed batch 69 (duration: 122.17s, status: 200)
[t=973.50s] Completed batch 77 (duration: 62.28s, status: 200)
[t=977.60s] Completed batch 52 (duration: 292.63s, status: 200)
[t=982.52s] Sending batch 81 (scheduled: 982.51s, size: 3)
[t=987.48s] Completed batch 73 (duration: 119.50s, status: 200)
[t=987.66s] Sending batch 82 (scheduled: 987.66s, size: 5)
[t=995.02s] Sending batch 83 (scheduled: 995.01s, size: 4)
[t=1007.28s] Completed batch 81 (duration: 24.76s, status: 200)
[t=1017.06s] Sending batch 84 (scheduled: 1017.05s, size: 3)
[t=1022.85s] Completed batch 82 (duration: 35.18s, status: 200)
[t=1024.98s] Sending batch 85 (scheduled: 1024.98s, size: 4)
[t=1031.71s] Completed batch 80 (duration: 78.69s, status: 200)
[t=1038.61s] Completed batch 76 (duration: 131.32s, status: 200)
[t=1039.04s] Sending batch 86 (scheduled: 1039.04s, size: 4)
[t=1040.34s] Sending batch 87 (scheduled: 1040.34s, size: 1)
[t=1059.18s] Completed batch 68 (duration: 217.55s, status: 200)
[t=1075.81s] Completed batch 87 (duration: 35.47s, status: 200)
[t=1080.14s] Sending batch 88 (scheduled: 1080.14s, size: 1)
[t=1096.11s] Sending batch 89 (scheduled: 1096.10s, size: 2)
[t=1098.26s] Completed batch 89 (duration: 2.15s, status: 200)
[t=1107.21s] Sending batch 90 (scheduled: 1107.20s, size: 3)
[t=1114.01s] Sending batch 91 (scheduled: 1114.01s, size: 3)
[t=1114.97s] Sending batch 92 (scheduled: 1114.97s, size: 4)
[t=1118.79s] Sending batch 93 (scheduled: 1118.79s, size: 3)
[t=1126.10s] Completed batch 88 (duration: 45.95s, status: 200)
[t=1126.92s] Completed batch 78 (duration: 195.29s, status: 200)
[t=1139.30s] Sending batch 94 (scheduled: 1139.29s, size: 2)
[t=1139.75s] Completed batch 86 (duration: 100.71s, status: 200)
[t=1140.07s] Sending batch 95 (scheduled: 1140.07s, size: 1)
[t=1141.56s] Completed batch 95 (duration: 1.49s, status: 200)
[t=1144.34s] Sending batch 96 (scheduled: 1144.34s, size: 5)
[t=1151.67s] Sending batch 97 (scheduled: 1151.66s, size: 3)
[t=1153.36s] ERROR batch 71: 500, message='Attempt to decode JSON with unexpected mimetype: ', url='https://unturned3--yusenh-1-modalcontainer-completions.modal.run/?__modal_function_call_id=fc-01KBS8HK6KJFQH1EBKKHDQHVNW'
[t=1159.88s] Completed batch 91 (duration: 45.87s, status: 200)
[t=1167.00s] Completed batch 92 (duration: 52.03s, status: 200)
[t=1173.53s] Completed batch 84 (duration: 156.47s, status: 200)
[t=1174.48s] Completed batch 83 (duration: 179.47s, status: 200)
[t=1181.98s] Completed batch 94 (duration: 42.68s, status: 200)
[t=1199.58s] Completed batch 93 (duration: 80.79s, status: 200)
[t=1202.23s] Completed batch 85 (duration: 177.25s, status: 200)
[t=1238.49s] Completed batch 90 (duration: 131.28s, status: 200)
[t=1391.80s] Completed batch 96 (duration: 247.46s, status: 200)
[t=1418.68s] Completed batch 97 (duration: 267.01s, status: 200)

============================================================
Simulation complete!
Total time: 1418.68s (scheduled: 1151.66s)
Successful: 97/98
Failed: 1/98
Summary saved to: run2/simulation_summary.json
============================================================
