Starting simulation with 98 batches
Total prompts: 300
Arrival simulation duration: 1151.66 seconds
Output directory: run13
Max concurrent requests: 300

[t=3.09s] Sending batch 0 (scheduled: 3.09s, size: 2)
[t=265.05s] Completed batch 17 (duration: 89.42s, status: 200)
[t=271.10s] Sending batch 25 (scheduled: 271.10s, size: 2)
[t=279.28s] Completed batch 10 (duration: 168.16s, status: 200)
[t=286.37s] Sending batch 26 (scheduled: 286.36s, size: 6)
[t=290.04s] Completed batch 25 (duration: 18.94s, status: 200)
[t=292.88s] Sending batch 27 (scheduled: 292.88s, size: 5)
[t=315.17s] Sending batch 28 (scheduled: 315.15s, size: 2)
[t=315.75s] Completed batch 0 (duration: 312.66s, status: 200)
[t=330.07s] Completed batch 20 (duration: 125.94s, status: 200)
[t=350.08s] Completed batch 24 (duration: 88.41s, status: 200)
[t=351.36s] Sending batch 29 (scheduled: 351.36s, size: 1)
[t=351.91s] Sending batch 30 (scheduled: 351.91s, size: 7)
[t=356.62s] Completed batch 13 (duration: 208.36s, status: 200)
[t=356.89s] Sending batch 31 (scheduled: 356.89s, size: 6)
[t=361.37s] Completed batch 18 (duration: 177.53s, status: 200)
[t=361.80s] Completed batch 27 (duration: 68.92s, status: 200)
[t=397.80s] Completed batch 23 (duration: 146.48s, status: 200)
[t=409.02s] Completed batch 28 (duration: 93.85s, status: 200)
[t=410.34s] Sending batch 32 (scheduled: 410.34s, size: 3)
[t=411.23s] Sending batch 33 (scheduled: 411.23s, size: 4)
[t=417.23s] Sending batch 34 (scheduled: 417.23s, size: 5)
[t=424.56s] Sending batch 35 (scheduled: 424.55s, size: 1)
[t=436.90s] Sending batch 36 (scheduled: 436.89s, size: 3)
[t=437.35s] Completed batch 30 (duration: 85.44s, status: 200)
[t=439.48s] Completed batch 35 (duration: 14.92s, status: 200)
[t=460.27s] Sending batch 37 (scheduled: 460.26s, size: 4)
[t=463.30s] Completed batch 19 (duration: 270.21s, status: 200)
[t=465.14s] Sending batch 38 (scheduled: 465.14s, size: 4)
[t=467.30s] Sending batch 39 (scheduled: 467.30s, size: 5)
[t=470.17s] Completed batch 34 (duration: 52.94s, status: 200)
[t=479.50s] Completed batch 26 (duration: 193.13s, status: 200)
[t=486.11s] Completed batch 31 (duration: 129.22s, status: 200)
[t=488.06s] Sending batch 40 (scheduled: 488.06s, size: 3)
[t=503.53s] Sending batch 41 (scheduled: 503.53s, size: 2)
[t=510.73s] Completed batch 39 (duration: 43.43s, status: 200)
[t=511.03s] Completed batch 29 (duration: 159.67s, status: 200)
[t=540.08s] Sending batch 42 (scheduled: 540.06s, size: 4)
[t=559.93s] Completed batch 37 (duration: 99.66s, status: 200)
[t=565.69s] Sending batch 43 (scheduled: 565.68s, size: 3)
[t=569.64s] Completed batch 40 (duration: 81.58s, status: 200)
[t=575.04s] Completed batch 36 (duration: 138.15s, status: 200)
[t=591.01s] Sending batch 44 (scheduled: 591.00s, size: 8)
[t=599.83s] Sending batch 45 (scheduled: 599.82s, size: 3)
[t=612.52s] Completed batch 42 (duration: 72.44s, status: 200)
[t=624.20s] Sending batch 46 (scheduled: 624.19s, size: 2)
[t=624.23s] Sending batch 47 (scheduled: 624.22s, size: 2)
[t=625.50s] Completed batch 43 (duration: 59.82s, status: 200)
[t=637.47s] Completed batch 46 (duration: 13.27s, status: 200)
[t=648.44s] Completed batch 33 (duration: 237.20s, status: 200)
[t=651.54s] Sending batch 48 (scheduled: 651.54s, size: 1)
[t=653.82s] Sending batch 49 (scheduled: 653.82s, size: 1)
[t=670.67s] Sending batch 50 (scheduled: 670.66s, size: 3)
[t=671.40s] Completed batch 49 (duration: 17.58s, status: 200)
[t=678.04s] Sending batch 51 (scheduled: 678.03s, size: 4)
[t=680.45s] Completed batch 41 (duration: 176.92s, status: 200)
[t=684.97s] Sending batch 52 (scheduled: 684.97s, size: 2)
[t=694.15s] Completed batch 47 (duration: 69.93s, status: 200)
[t=699.71s] Sending batch 53 (scheduled: 699.70s, size: 2)
[t=701.80s] Completed batch 32 (duration: 291.45s, status: 200)
[t=724.15s] Sending batch 54 (scheduled: 724.14s, size: 5)
[t=730.81s] Sending batch 55 (scheduled: 730.81s, size: 2)
[t=740.96s] Sending batch 56 (scheduled: 740.95s, size: 3)
[t=750.18s] Sending batch 57 (scheduled: 750.18s, size: 4)
[t=754.01s] Sending batch 58 (scheduled: 754.01s, size: 1)
[t=757.17s] Sending batch 59 (scheduled: 757.17s, size: 4)
[t=761.08s] Completed batch 38 (duration: 295.94s, status: 200)
[t=762.90s] Sending batch 60 (scheduled: 762.89s, size: 2)
[t=772.16s] Completed batch 45 (duration: 172.34s, status: 200)
[t=774.35s] Sending batch 61 (scheduled: 774.35s, size: 5)
[t=791.43s] Sending batch 62 (scheduled: 791.42s, size: 2)
[t=793.48s] Sending batch 63 (scheduled: 793.48s, size: 3)
[t=803.36s] Sending batch 64 (scheduled: 803.36s, size: 3)
[t=803.90s] Completed batch 57 (duration: 53.72s, status: 200)
[t=805.91s] Completed batch 51 (duration: 127.88s, status: 200)
[t=809.70s] Sending batch 65 (scheduled: 809.69s, size: 3)
[t=821.55s] Sending batch 66 (scheduled: 821.55s, size: 2)
[t=827.05s] Completed batch 60 (duration: 64.16s, status: 200)
[t=835.66s] Sending batch 67 (scheduled: 835.66s, size: 1)
[t=841.64s] Sending batch 68 (scheduled: 841.63s, size: 4)
[t=843.08s] Completed batch 52 (duration: 158.10s, status: 200)
[t=846.61s] Sending batch 69 (scheduled: 846.60s, size: 4)
[t=849.18s] Sending batch 70 (scheduled: 849.18s, size: 1)
[t=851.33s] Completed batch 67 (duration: 15.67s, status: 200)
[t=853.26s] Sending batch 71 (scheduled: 853.26s, size: 6)
[t=861.37s] Completed batch 63 (duration: 67.89s, status: 200)
[t=867.88s] Sending batch 72 (scheduled: 867.87s, size: 1)
[t=867.97s] Sending batch 73 (scheduled: 867.97s, size: 5)
[t=870.15s] Sending batch 74 (scheduled: 870.14s, size: 2)
[t=879.51s] Completed batch 64 (duration: 76.15s, status: 200)
[t=879.54s] Completed batch 62 (duration: 88.11s, status: 200)
[t=886.59s] Sending batch 75 (scheduled: 886.59s, size: 1)
[t=893.97s] Completed batch 74 (duration: 23.82s, status: 200)
[t=897.46s] Completed batch 70 (duration: 48.28s, status: 200)
[t=897.47s] Completed batch 58 (duration: 143.45s, status: 200)
[t=905.09s] Completed batch 48 (duration: 253.55s, status: 200)
[t=907.28s] Sending batch 76 (scheduled: 907.28s, size: 3)
[t=911.22s] Sending batch 77 (scheduled: 911.21s, size: 5)
[t=931.27s] Completed batch 65 (duration: 121.57s, status: 200)
[t=931.63s] Sending batch 78 (scheduled: 931.63s, size: 5)
[t=938.50s] Completed batch 75 (duration: 51.90s, status: 200)
[t=939.40s] Sending batch 79 (scheduled: 939.39s, size: 2)
[t=947.61s] Completed batch 53 (duration: 247.90s, status: 200)
[t=953.03s] Sending batch 80 (scheduled: 953.02s, size: 1)
[t=957.02s] Completed batch 66 (duration: 135.47s, status: 200)
[t=966.51s] Completed batch 79 (duration: 27.12s, status: 200)
[t=967.66s] Completed batch 80 (duration: 14.63s, status: 200)
[t=973.38s] Completed batch 73 (duration: 105.40s, status: 200)
[t=975.64s] Completed batch 76 (duration: 68.36s, status: 200)
[t=982.31s] Completed batch 56 (duration: 241.35s, status: 200)
[t=982.51s] Sending batch 81 (scheduled: 982.51s, size: 3)
[t=984.69s] Completed batch 50 (duration: 314.01s, status: 200)
[t=987.67s] Sending batch 82 (scheduled: 987.66s, size: 5)
[t=995.01s] Sending batch 83 (scheduled: 995.01s, size: 4)
[t=996.19s] Completed batch 72 (duration: 128.31s, status: 200)
[t=1001.09s] Completed batch 55 (duration: 270.27s, status: 200)
[t=1012.56s] Completed batch 69 (duration: 165.95s, status: 200)
[t=1015.84s] Completed batch 54 (duration: 291.70s, status: 200)
[t=1017.05s] Sending batch 84 (scheduled: 1017.05s, size: 3)
[t=1021.47s] Completed batch 61 (duration: 247.12s, status: 200)
[t=1024.98s] Sending batch 85 (scheduled: 1024.98s, size: 4)
[t=1039.05s] Sending batch 86 (scheduled: 1039.04s, size: 4)
[t=1040.34s] Sending batch 87 (scheduled: 1040.34s, size: 1)
[t=1052.32s] Completed batch 78 (duration: 120.70s, status: 200)
[t=1080.15s] Sending batch 88 (scheduled: 1080.14s, size: 1)
[t=1080.21s] Completed batch 68 (duration: 238.57s, status: 200)
[t=1081.45s] Completed batch 87 (duration: 41.11s, status: 200)
[t=1085.10s] Completed batch 77 (duration: 173.88s, status: 200)
[t=1087.11s] Completed batch 84 (duration: 70.05s, status: 200)
[t=1087.56s] Completed batch 59 (duration: 330.38s, status: 200)
[t=1095.71s] Completed batch 86 (duration: 56.66s, status: 200)
[t=1096.10s] Sending batch 89 (scheduled: 1096.10s, size: 2)
[t=1107.21s] Sending batch 90 (scheduled: 1107.20s, size: 3)
[t=1114.02s] Sending batch 91 (scheduled: 1114.01s, size: 3)
[t=1114.97s] Sending batch 92 (scheduled: 1114.97s, size: 4)
[t=1118.79s] Sending batch 93 (scheduled: 1118.79s, size: 3)
[t=1123.48s] Completed batch 83 (duration: 128.46s, status: 200)
[t=1126.09s] Completed batch 81 (duration: 143.57s, status: 200)
[t=1139.29s] Sending batch 94 (scheduled: 1139.29s, size: 2)
[t=1139.43s] Completed batch 85 (duration: 114.45s, status: 200)
[t=1140.07s] Sending batch 95 (scheduled: 1140.07s, size: 1)
[t=1144.34s] Sending batch 96 (scheduled: 1144.34s, size: 5)
[t=1145.73s] Completed batch 88 (duration: 65.58s, status: 200)
[t=1151.66s] Sending batch 97 (scheduled: 1151.66s, size: 3)
[t=1154.67s] Completed batch 89 (duration: 58.57s, status: 200)
[t=1171.27s] Completed batch 93 (duration: 52.48s, status: 200)
[t=1175.51s] Completed batch 95 (duration: 35.44s, status: 200)
[t=1182.84s] Completed batch 92 (duration: 67.87s, status: 200)
[t=1188.41s] Completed batch 82 (duration: 200.75s, status: 200)
[t=1191.66s] TIMEOUT batch 44
[t=1234.55s] Completed batch 71 (duration: 381.29s, status: 200)
[t=1276.02s] Completed batch 94 (duration: 136.73s, status: 200)
[t=1379.07s] Completed batch 91 (duration: 265.05s, status: 200)
[t=1403.49s] Completed batch 90 (duration: 296.28s, status: 200)
[t=1463.25s] Completed batch 96 (duration: 318.90s, status: 200)
[t=1651.84s] Completed batch 97 (duration: 500.17s, status: 200)

============================================================
Simulation complete!
Total time: 1651.84s (scheduled: 1151.66s)
Successful: 97/98
Failed: 1/98
Summary saved to: run13/simulation_summary.json
============================================================
