Starting simulation with 98 batches
Total prompts: 300
Arrival simulation duration: 1151.66 seconds
Output directory: run8
Max concurrent requests: 300

[t=3.09s] Sending batch 0 (scheduled: 3.09s, size: 2)
[t=263.53s] Completed batch 22 (duration: 27.95s, status: 200)
[t=271.10s] Sending batch 25 (scheduled: 271.10s, size: 2)
[t=283.97s] Completed batch 11 (duration: 167.84s, status: 200)
[t=286.37s] Sending batch 26 (scheduled: 286.36s, size: 6)
[t=292.88s] Sending batch 27 (scheduled: 292.88s, size: 5)
[t=312.11s] Completed batch 21 (duration: 101.91s, status: 200)
[t=315.16s] Sending batch 28 (scheduled: 315.15s, size: 2)
[t=321.78s] Completed batch 25 (duration: 50.67s, status: 200)
[t=324.58s] Completed batch 5 (duration: 256.31s, status: 200)
[t=327.53s] Completed batch 17 (duration: 151.89s, status: 200)
[t=351.37s] Sending batch 29 (scheduled: 351.36s, size: 1)
[t=351.91s] Sending batch 30 (scheduled: 351.91s, size: 7)
[t=356.90s] Sending batch 31 (scheduled: 356.89s, size: 6)
[t=379.22s] Completed batch 10 (duration: 268.09s, status: 200)
[t=404.34s] Completed batch 27 (duration: 111.46s, status: 200)
[t=404.35s] Completed batch 20 (duration: 200.21s, status: 200)
[t=404.78s] Completed batch 24 (duration: 143.11s, status: 200)
[t=410.35s] Sending batch 32 (scheduled: 410.34s, size: 3)
[t=411.23s] Sending batch 33 (scheduled: 411.23s, size: 4)
[t=417.23s] Sending batch 34 (scheduled: 417.23s, size: 5)
[t=424.56s] Sending batch 35 (scheduled: 424.55s, size: 1)
[t=436.90s] Sending batch 36 (scheduled: 436.89s, size: 3)
[t=453.25s] Completed batch 35 (duration: 28.69s, status: 200)
[t=460.27s] Sending batch 37 (scheduled: 460.26s, size: 4)
[t=462.92s] Completed batch 28 (duration: 147.76s, status: 200)
[t=464.12s] Completed batch 18 (duration: 280.29s, status: 200)
[t=465.14s] Sending batch 38 (scheduled: 465.14s, size: 4)
[t=467.30s] Sending batch 39 (scheduled: 467.30s, size: 5)
[t=486.88s] Completed batch 30 (duration: 134.98s, status: 200)
[t=488.06s] Sending batch 40 (scheduled: 488.06s, size: 3)
[t=499.09s] Completed batch 13 (duration: 350.83s, status: 200)
[t=502.14s] Completed batch 34 (duration: 84.91s, status: 200)
[t=503.53s] Sending batch 41 (scheduled: 503.53s, size: 2)
[t=506.72s] Completed batch 23 (duration: 255.41s, status: 200)
[t=539.03s] Completed batch 39 (duration: 71.72s, status: 200)
[t=540.06s] Sending batch 42 (scheduled: 540.06s, size: 4)
[t=559.86s] Completed batch 31 (duration: 202.96s, status: 200)
[t=565.69s] Sending batch 43 (scheduled: 565.68s, size: 3)
[t=591.00s] Sending batch 44 (scheduled: 591.00s, size: 8)
[t=599.83s] Sending batch 45 (scheduled: 599.82s, size: 3)
[t=614.63s] Completed batch 29 (duration: 263.26s, status: 200)
[t=620.10s] Completed batch 40 (duration: 132.03s, status: 200)
[t=622.29s] Completed batch 26 (duration: 335.92s, status: 200)
[t=624.19s] Sending batch 46 (scheduled: 624.19s, size: 2)
[t=624.23s] Sending batch 47 (scheduled: 624.22s, size: 2)
[t=628.81s] Completed batch 37 (duration: 168.55s, status: 200)
[t=640.71s] Completed batch 43 (duration: 75.02s, status: 200)
[t=642.64s] Completed batch 36 (duration: 205.75s, status: 200)
[t=649.39s] Completed batch 46 (duration: 25.20s, status: 200)
[t=651.54s] Sending batch 48 (scheduled: 651.54s, size: 1)
[t=653.82s] Sending batch 49 (scheduled: 653.82s, size: 1)
[t=655.53s] Completed batch 42 (duration: 115.47s, status: 200)
[t=670.68s] Sending batch 50 (scheduled: 670.66s, size: 3)
[t=678.03s] Sending batch 51 (scheduled: 678.03s, size: 4)
[t=683.73s] Completed batch 49 (duration: 29.91s, status: 200)
[t=684.97s] Sending batch 52 (scheduled: 684.97s, size: 2)
[t=699.70s] Sending batch 53 (scheduled: 699.70s, size: 2)
[t=724.15s] Sending batch 54 (scheduled: 724.14s, size: 5)
[t=730.81s] Sending batch 55 (scheduled: 730.81s, size: 2)
[t=740.96s] Sending batch 56 (scheduled: 740.95s, size: 3)
[t=744.88s] Completed batch 47 (duration: 120.66s, status: 200)
[t=750.18s] Sending batch 57 (scheduled: 750.18s, size: 4)
[t=754.01s] Sending batch 58 (scheduled: 754.01s, size: 1)
[t=757.17s] Sending batch 59 (scheduled: 757.17s, size: 4)
[t=762.90s] Sending batch 60 (scheduled: 762.89s, size: 2)
[t=774.36s] Sending batch 61 (scheduled: 774.35s, size: 5)
[t=791.42s] Sending batch 62 (scheduled: 791.42s, size: 2)
[t=791.46s] Completed batch 33 (duration: 380.22s, status: 200)
[t=793.48s] Sending batch 63 (scheduled: 793.48s, size: 3)
[t=795.63s] Completed batch 41 (duration: 292.10s, status: 200)
[t=803.36s] Sending batch 64 (scheduled: 803.36s, size: 3)
[t=809.70s] Sending batch 65 (scheduled: 809.69s, size: 3)
[t=815.54s] Completed batch 57 (duration: 65.36s, status: 200)
[t=818.36s] Completed batch 32 (duration: 408.01s, status: 200)
[t=821.55s] Sending batch 66 (scheduled: 821.55s, size: 2)
[t=835.66s] Sending batch 67 (scheduled: 835.66s, size: 1)
[t=841.64s] Sending batch 68 (scheduled: 841.63s, size: 4)
[t=845.88s] Completed batch 63 (duration: 52.40s, status: 200)
[t=846.61s] Sending batch 69 (scheduled: 846.60s, size: 4)
[t=849.18s] Sending batch 70 (scheduled: 849.18s, size: 1)
[t=853.26s] Sending batch 71 (scheduled: 853.26s, size: 6)
[t=855.91s] Completed batch 67 (duration: 20.25s, status: 200)
[t=856.29s] Completed batch 60 (duration: 93.39s, status: 200)
[t=867.88s] Sending batch 72 (scheduled: 867.87s, size: 1)
[t=867.97s] Sending batch 73 (scheduled: 867.97s, size: 5)
[t=870.15s] Sending batch 74 (scheduled: 870.14s, size: 2)
[t=874.42s] Completed batch 51 (duration: 196.39s, status: 200)
[t=877.72s] Completed batch 45 (duration: 277.89s, status: 200)
[t=886.59s] Sending batch 75 (scheduled: 886.59s, size: 1)
[t=897.04s] Completed batch 38 (duration: 431.90s, status: 200)
[t=904.26s] Completed batch 74 (duration: 34.11s, status: 200)
[t=907.28s] Sending batch 76 (scheduled: 907.28s, size: 3)
[t=911.21s] Sending batch 77 (scheduled: 911.21s, size: 5)
[t=915.13s] Completed batch 70 (duration: 65.95s, status: 200)
[t=916.66s] Completed batch 62 (duration: 125.24s, status: 200)
[t=931.63s] Sending batch 78 (scheduled: 931.63s, size: 5)
[t=934.86s] Completed batch 52 (duration: 249.89s, status: 200)
[t=939.40s] Sending batch 79 (scheduled: 939.39s, size: 2)
[t=953.02s] Sending batch 80 (scheduled: 953.02s, size: 1)
[t=956.16s] Completed batch 58 (duration: 202.15s, status: 200)
[t=960.16s] Completed batch 64 (duration: 156.81s, status: 200)
[t=971.31s] Completed batch 65 (duration: 161.61s, status: 200)
[t=972.59s] Completed batch 80 (duration: 19.56s, status: 200)
[t=974.89s] Completed batch 79 (duration: 35.49s, status: 200)
[t=979.20s] Completed batch 75 (duration: 92.61s, status: 200)
[t=982.52s] Sending batch 81 (scheduled: 982.51s, size: 3)
[t=987.67s] Sending batch 82 (scheduled: 987.66s, size: 5)
[t=988.13s] Completed batch 76 (duration: 80.85s, status: 200)
[t=992.89s] Completed batch 72 (duration: 125.01s, status: 200)
[t=995.02s] Sending batch 83 (scheduled: 995.01s, size: 4)
[t=999.37s] Completed batch 73 (duration: 131.40s, status: 200)
[t=1002.31s] Completed batch 66 (duration: 180.76s, status: 200)
[t=1017.06s] Sending batch 84 (scheduled: 1017.05s, size: 3)
[t=1019.87s] Completed batch 59 (duration: 262.69s, status: 200)
[t=1022.59s] Completed batch 48 (duration: 371.05s, status: 200)
[t=1024.98s] Sending batch 85 (scheduled: 1024.98s, size: 4)
[t=1037.62s] Completed batch 44 (duration: 446.62s, status: 200)
[t=1039.04s] Sending batch 86 (scheduled: 1039.04s, size: 4)
[t=1040.34s] Sending batch 87 (scheduled: 1040.34s, size: 1)
[t=1050.39s] Completed batch 69 (duration: 203.79s, status: 200)
[t=1056.81s] Completed batch 61 (duration: 282.45s, status: 200)
[t=1063.23s] Completed batch 53 (duration: 363.52s, status: 200)
[t=1080.15s] Sending batch 88 (scheduled: 1080.14s, size: 1)
[t=1082.17s] Completed batch 56 (duration: 341.20s, status: 200)
[t=1092.30s] Completed batch 78 (duration: 160.67s, status: 200)
[t=1096.11s] Sending batch 89 (scheduled: 1096.10s, size: 2)
[t=1096.26s] Completed batch 87 (duration: 55.92s, status: 200)
[t=1107.20s] Sending batch 90 (scheduled: 1107.20s, size: 3)
[t=1110.08s] Completed batch 84 (duration: 93.02s, status: 200)
[t=1111.66s] Completed batch 55 (duration: 380.84s, status: 200)
[t=1112.15s] Completed batch 54 (duration: 388.00s, status: 200)
[t=1114.01s] Sending batch 91 (scheduled: 1114.01s, size: 3)
[t=1114.97s] Sending batch 92 (scheduled: 1114.97s, size: 4)
[t=1118.79s] Sending batch 93 (scheduled: 1118.79s, size: 3)
[t=1119.33s] Completed batch 50 (duration: 448.65s, status: 200)
[t=1132.76s] Completed batch 86 (duration: 93.72s, status: 200)
[t=1139.29s] Sending batch 94 (scheduled: 1139.29s, size: 2)
[t=1140.07s] Sending batch 95 (scheduled: 1140.07s, size: 1)
[t=1144.34s] Sending batch 96 (scheduled: 1144.34s, size: 5)
[t=1150.96s] Completed batch 68 (duration: 309.32s, status: 200)
[t=1151.66s] Sending batch 97 (scheduled: 1151.66s, size: 3)
[t=1158.06s] Completed batch 89 (duration: 61.95s, status: 200)
[t=1158.84s] Completed batch 88 (duration: 78.69s, status: 200)
[t=1166.83s] Completed batch 77 (duration: 255.61s, status: 200)
[t=1196.40s] Completed batch 93 (duration: 77.61s, status: 200)
[t=1197.46s] Completed batch 95 (duration: 57.39s, status: 200)
[t=1197.72s] Completed batch 83 (duration: 202.71s, status: 200)
[t=1203.47s] Completed batch 81 (duration: 220.95s, status: 200)
[t=1212.13s] Completed batch 85 (duration: 187.15s, status: 200)
[t=1214.26s] Completed batch 92 (duration: 99.29s, status: 200)
[t=1239.96s] Completed batch 82 (duration: 252.29s, status: 200)
[t=1337.34s] Completed batch 94 (duration: 198.05s, status: 200)
[t=1338.75s] Completed batch 71 (duration: 485.48s, status: 200)
[t=1423.66s] Completed batch 91 (duration: 309.65s, status: 200)
[t=1516.25s] Completed batch 90 (duration: 409.05s, status: 200)
[t=1562.75s] Completed batch 96 (duration: 418.40s, status: 200)
[t=1651.98s] Completed batch 97 (duration: 500.31s, status: 200)

============================================================
Simulation complete!
Total time: 1651.98s (scheduled: 1151.66s)
Successful: 98/98
Failed: 0/98
Summary saved to: run8/simulation_summary.json
============================================================
