Starting simulation with 98 batches
Total prompts: 300
Arrival simulation duration: 1151.66 seconds
Output directory: run9
Max concurrent requests: 300

[t=3.09s] Sending batch 0 (scheduled: 3.09s, size: 2)
[t=931.63s] Sending batch 78 (scheduled: 931.63s, size: 5)
[t=937.11s] Completed batch 66 (duration: 115.56s, status: 200)
[t=939.40s] Sending batch 79 (scheduled: 939.39s, size: 2)
[t=939.58s] Completed batch 50 (duration: 268.91s, status: 200)
[t=950.26s] Completed batch 79 (duration: 10.86s, status: 200)
[t=951.60s] Completed batch 61 (duration: 177.24s, status: 200)
[t=953.02s] Sending batch 80 (scheduled: 953.02s, size: 1)
[t=954.08s] Completed batch 56 (duration: 213.12s, status: 200)
[t=955.47s] Completed batch 76 (duration: 48.17s, status: 200)
[t=960.99s] Completed batch 73 (duration: 93.02s, status: 200)
[t=962.50s] Completed batch 55 (duration: 231.69s, status: 200)
[t=965.37s] Completed batch 80 (duration: 12.34s, status: 200)
[t=981.01s] Completed batch 54 (duration: 256.87s, status: 200)
[t=982.52s] Sending batch 81 (scheduled: 982.51s, size: 3)
[t=987.67s] Sending batch 82 (scheduled: 987.66s, size: 5)
[t=995.01s] Sending batch 83 (scheduled: 995.01s, size: 4)
[t=996.19s] Completed batch 75 (duration: 109.59s, status: 200)
[t=1017.06s] Sending batch 84 (scheduled: 1017.05s, size: 3)
[t=1024.98s] Sending batch 85 (scheduled: 1024.98s, size: 4)
[t=1039.05s] Sending batch 86 (scheduled: 1039.04s, size: 4)
[t=1040.34s] Sending batch 87 (scheduled: 1040.34s, size: 1)
[t=1046.19s] Completed batch 68 (duration: 204.55s, status: 200)
[t=1052.95s] Completed batch 78 (duration: 121.32s, status: 200)
[t=1069.80s] Completed batch 84 (duration: 52.74s, status: 200)
[t=1071.10s] Completed batch 87 (duration: 30.75s, status: 200)
[t=1080.14s] Sending batch 88 (scheduled: 1080.14s, size: 1)
[t=1085.99s] Completed batch 77 (duration: 174.78s, status: 200)
[t=1096.11s] Sending batch 89 (scheduled: 1096.10s, size: 2)
[t=1098.37s] Completed batch 86 (duration: 59.32s, status: 200)
[t=1106.30s] Completed batch 88 (duration: 26.15s, status: 200)
[t=1107.20s] Sending batch 90 (scheduled: 1107.20s, size: 3)
[t=1114.01s] Sending batch 91 (scheduled: 1114.01s, size: 3)
[t=1114.97s] Sending batch 92 (scheduled: 1114.97s, size: 4)
[t=1118.79s] Sending batch 93 (scheduled: 1118.79s, size: 3)
[t=1130.44s] Completed batch 83 (duration: 135.42s, status: 200)
[t=1133.60s] Completed batch 82 (duration: 145.94s, status: 200)
[t=1139.29s] Sending batch 94 (scheduled: 1139.29s, size: 2)
[t=1140.07s] Sending batch 95 (scheduled: 1140.07s, size: 1)
[t=1142.46s] Completed batch 81 (duration: 159.95s, status: 200)
[t=1144.34s] Sending batch 96 (scheduled: 1144.34s, size: 5)
[t=1144.82s] Completed batch 89 (duration: 48.71s, status: 200)
[t=1146.54s] Completed batch 85 (duration: 121.56s, status: 200)
[t=1151.66s] Sending batch 97 (scheduled: 1151.66s, size: 3)
[t=1161.45s] Completed batch 93 (duration: 42.66s, status: 200)
[t=1174.40s] Completed batch 90 (duration: 67.20s, status: 200)
[t=1175.64s] Completed batch 92 (duration: 60.67s, status: 200)
[t=1192.62s] Completed batch 71 (duration: 339.36s, status: 200)
[t=1192.95s] Completed batch 95 (duration: 52.88s, status: 200)
[t=1272.09s] Completed batch 94 (duration: 132.80s, status: 200)
[t=1295.93s] Completed batch 91 (duration: 181.92s, status: 200)
[t=1425.27s] Completed batch 96 (duration: 280.93s, status: 200)
[t=1468.72s] Completed batch 97 (duration: 317.06s, status: 200)

============================================================
Simulation complete!
Total time: 1468.73s (scheduled: 1151.66s)
Successful: 98/98
Failed: 0/98
Summary saved to: run9/simulation_summary.json
============================================================
