Starting simulation with 98 batches
Total prompts: 300
Arrival simulation duration: 1151.66 seconds
Output directory: run5
Max concurrent requests: 300

[t=3.09s] Sending batch 0 (scheduled: 3.09s, size: 2)
[t=259.08s] Completed batch 5 (duration: 190.81s, status: 200)
[t=261.67s] Sending batch 24 (scheduled: 261.67s, size: 2)
[t=271.10s] Sending batch 25 (scheduled: 271.10s, size: 2)
[t=277.40s] Completed batch 21 (duration: 67.20s, status: 200)
[t=286.37s] Sending batch 26 (scheduled: 286.36s, size: 6)
[t=289.84s] Completed batch 17 (duration: 114.20s, status: 200)
[t=292.88s] Sending batch 27 (scheduled: 292.88s, size: 5)
[t=296.80s] Completed batch 25 (duration: 25.70s, status: 200)
[t=315.16s] Sending batch 28 (scheduled: 315.15s, size: 2)
[t=318.65s] Completed batch 10 (duration: 207.53s, status: 200)
[t=351.37s] Sending batch 29 (scheduled: 351.36s, size: 1)
[t=351.91s] Sending batch 30 (scheduled: 351.91s, size: 7)
[t=356.89s] Sending batch 31 (scheduled: 356.89s, size: 6)
[t=361.33s] Completed batch 20 (duration: 157.20s, status: 200)
[t=371.39s] Completed batch 24 (duration: 109.72s, status: 200)
[t=377.08s] Completed batch 27 (duration: 84.20s, status: 200)
[t=409.28s] Completed batch 18 (duration: 225.45s, status: 200)
[t=410.34s] Sending batch 32 (scheduled: 410.34s, size: 3)
[t=411.23s] Sending batch 33 (scheduled: 411.23s, size: 4)
[t=414.43s] Completed batch 13 (duration: 266.18s, status: 200)
[t=417.23s] Sending batch 34 (scheduled: 417.23s, size: 5)
[t=424.56s] Sending batch 35 (scheduled: 424.55s, size: 1)
[t=430.79s] Completed batch 28 (duration: 115.63s, status: 200)
[t=435.83s] Completed batch 23 (duration: 184.51s, status: 200)
[t=436.90s] Sending batch 36 (scheduled: 436.89s, size: 3)
[t=446.23s] Completed batch 30 (duration: 94.32s, status: 200)
[t=455.84s] Completed batch 35 (duration: 31.28s, status: 200)
[t=460.26s] Sending batch 37 (scheduled: 460.26s, size: 4)
[t=465.14s] Sending batch 38 (scheduled: 465.14s, size: 4)
[t=467.30s] Sending batch 39 (scheduled: 467.30s, size: 5)
[t=488.07s] Sending batch 40 (scheduled: 488.06s, size: 3)
[t=496.00s] Completed batch 34 (duration: 78.77s, status: 200)
[t=503.53s] Sending batch 41 (scheduled: 503.53s, size: 2)
[t=510.92s] Completed batch 19 (duration: 317.82s, status: 200)
[t=512.50s] Completed batch 31 (duration: 155.60s, status: 200)
[t=539.81s] Completed batch 39 (duration: 72.50s, status: 200)
[t=540.06s] Sending batch 42 (scheduled: 540.06s, size: 4)
[t=547.65s] Completed batch 26 (duration: 261.28s, status: 200)
[t=552.79s] Completed batch 29 (duration: 201.42s, status: 200)
[t=565.68s] Sending batch 43 (scheduled: 565.68s, size: 3)
[t=588.90s] Completed batch 36 (duration: 152.00s, status: 200)
[t=590.41s] Completed batch 40 (duration: 102.33s, status: 200)
[t=591.00s] Sending batch 44 (scheduled: 591.00s, size: 8)
[t=598.15s] Completed batch 37 (duration: 137.89s, status: 200)
[t=599.82s] Sending batch 45 (scheduled: 599.82s, size: 3)
[t=624.19s] Sending batch 46 (scheduled: 624.19s, size: 2)
[t=624.23s] Sending batch 47 (scheduled: 624.22s, size: 2)
[t=634.91s] Completed batch 43 (duration: 69.23s, status: 200)
[t=645.80s] Completed batch 46 (duration: 21.61s, status: 200)
[t=651.54s] Sending batch 48 (scheduled: 651.54s, size: 1)
[t=653.82s] Sending batch 49 (scheduled: 653.82s, size: 1)
[t=670.67s] Sending batch 50 (scheduled: 670.66s, size: 3)
[t=674.48s] Completed batch 49 (duration: 20.66s, status: 200)
[t=678.03s] Sending batch 51 (scheduled: 678.03s, size: 4)
[t=684.98s] Sending batch 52 (scheduled: 684.97s, size: 2)
[t=699.71s] Sending batch 53 (scheduled: 699.70s, size: 2)
[t=713.17s] Completed batch 47 (duration: 88.95s, status: 200)
[t=717.59s] Completed batch 33 (duration: 306.36s, status: 200)
[t=724.14s] Sending batch 54 (scheduled: 724.14s, size: 5)
[t=727.08s] Completed batch 32 (duration: 316.74s, status: 200)
[t=730.81s] Sending batch 55 (scheduled: 730.81s, size: 2)
[t=740.96s] Sending batch 56 (scheduled: 740.95s, size: 3)
[t=747.30s] Completed batch 42 (duration: 207.23s, status: 200)
[t=750.18s] Sending batch 57 (scheduled: 750.18s, size: 4)
[t=754.01s] Sending batch 58 (scheduled: 754.01s, size: 1)
[t=757.18s] Sending batch 59 (scheduled: 757.17s, size: 4)
[t=762.90s] Sending batch 60 (scheduled: 762.89s, size: 2)
[t=774.36s] Sending batch 61 (scheduled: 774.35s, size: 5)
[t=782.84s] Completed batch 41 (duration: 279.31s, status: 200)
[t=788.35s] Completed batch 38 (duration: 323.20s, status: 200)
[t=791.42s] Sending batch 62 (scheduled: 791.42s, size: 2)
[t=793.48s] Sending batch 63 (scheduled: 793.48s, size: 3)
[t=803.36s] Sending batch 64 (scheduled: 803.36s, size: 3)
[t=806.73s] Completed batch 45 (duration: 206.91s, status: 200)
[t=809.70s] Sending batch 65 (scheduled: 809.69s, size: 3)
[t=820.55s] Completed batch 57 (duration: 70.37s, status: 200)
[t=821.55s] Sending batch 66 (scheduled: 821.55s, size: 2)
[t=828.05s] Completed batch 60 (duration: 65.15s, status: 200)
[t=835.66s] Sending batch 67 (scheduled: 835.66s, size: 1)
[t=841.64s] Sending batch 68 (scheduled: 841.63s, size: 4)
[t=846.61s] Sending batch 69 (scheduled: 846.60s, size: 4)
[t=848.41s] Completed batch 51 (duration: 170.38s, status: 200)
[t=849.18s] Sending batch 70 (scheduled: 849.18s, size: 1)
[t=853.27s] Sending batch 71 (scheduled: 853.26s, size: 6)
[t=867.88s] Sending batch 72 (scheduled: 867.87s, size: 1)
[t=867.98s] Sending batch 73 (scheduled: 867.97s, size: 5)
[t=869.28s] Completed batch 63 (duration: 75.80s, status: 200)
[t=869.70s] Completed batch 67 (duration: 34.04s, status: 200)
[t=870.15s] Sending batch 74 (scheduled: 870.14s, size: 2)
[t=886.59s] Sending batch 75 (scheduled: 886.59s, size: 1)
[t=890.52s] Completed batch 64 (duration: 87.16s, status: 200)
[t=890.53s] Completed batch 52 (duration: 205.55s, status: 200)
[t=898.44s] Completed batch 74 (duration: 28.29s, status: 200)
[t=905.23s] Completed batch 62 (duration: 113.81s, status: 200)
[t=907.29s] Sending batch 76 (scheduled: 907.28s, size: 3)
[t=911.21s] Sending batch 77 (scheduled: 911.21s, size: 5)
[t=915.17s] Completed batch 70 (duration: 65.99s, status: 200)
[t=927.97s] Completed batch 44 (duration: 336.98s, status: 200)
[t=931.63s] Sending batch 78 (scheduled: 931.63s, size: 5)
[t=938.43s] Completed batch 58 (duration: 184.42s, status: 200)
[t=939.40s] Sending batch 79 (scheduled: 939.39s, size: 2)
[t=952.06s] Completed batch 65 (duration: 142.37s, status: 200)
[t=953.03s] Sending batch 80 (scheduled: 953.02s, size: 1)
[t=968.14s] Completed batch 79 (duration: 28.75s, status: 200)
[t=970.72s] Completed batch 72 (duration: 102.84s, status: 200)
[t=971.39s] Completed batch 80 (duration: 18.37s, status: 200)
[t=976.08s] Completed batch 75 (duration: 89.49s, status: 200)
[t=982.52s] Sending batch 81 (scheduled: 982.51s, size: 3)
[t=987.67s] Sending batch 82 (scheduled: 987.66s, size: 5)
[t=991.35s] Completed batch 48 (duration: 339.81s, status: 200)
[t=995.01s] Sending batch 83 (scheduled: 995.01s, size: 4)
[t=995.02s] Completed batch 66 (duration: 173.47s, status: 200)
[t=995.15s] Completed batch 76 (duration: 87.86s, status: 200)
[t=999.60s] Completed batch 69 (duration: 152.99s, status: 200)
[t=1003.54s] Completed batch 53 (duration: 303.83s, status: 200)
[t=1007.12s] Completed batch 73 (duration: 139.15s, status: 200)
[t=1009.43s] Completed batch 61 (duration: 235.07s, status: 200)
[t=1017.06s] Sending batch 84 (scheduled: 1017.05s, size: 3)
[t=1024.98s] Sending batch 85 (scheduled: 1024.98s, size: 4)
[t=1039.05s] Sending batch 86 (scheduled: 1039.04s, size: 4)
[t=1040.34s] Sending batch 87 (scheduled: 1040.34s, size: 1)
[t=1041.12s] Completed batch 50 (duration: 370.45s, status: 200)
[t=1058.43s] Completed batch 56 (duration: 317.47s, status: 200)
[t=1071.98s] Completed batch 54 (duration: 347.84s, status: 200)
[t=1080.14s] Sending batch 88 (scheduled: 1080.14s, size: 1)
[t=1088.20s] Completed batch 55 (duration: 357.38s, status: 200)
[t=1089.91s] Completed batch 87 (duration: 49.56s, status: 200)
[t=1096.11s] Sending batch 89 (scheduled: 1096.10s, size: 2)
[t=1107.21s] Sending batch 90 (scheduled: 1107.20s, size: 3)
[t=1109.20s] Completed batch 78 (duration: 177.57s, status: 200)
[t=1113.14s] Completed batch 88 (duration: 33.00s, status: 200)
[t=1114.01s] Sending batch 91 (scheduled: 1114.01s, size: 3)
[t=1114.97s] Sending batch 92 (scheduled: 1114.97s, size: 4)
[t=1118.79s] Sending batch 93 (scheduled: 1118.79s, size: 3)
[t=1139.29s] Sending batch 94 (scheduled: 1139.29s, size: 2)
[t=1140.07s] Sending batch 95 (scheduled: 1140.07s, size: 1)
[t=1140.90s] Completed batch 68 (duration: 299.27s, status: 200)
[t=1140.92s] Completed batch 59 (duration: 383.74s, status: 200)
[t=1143.51s] Completed batch 77 (duration: 232.30s, status: 200)
[t=1144.34s] Sending batch 96 (scheduled: 1144.34s, size: 5)
[t=1151.66s] Sending batch 97 (scheduled: 1151.66s, size: 3)
[t=1162.01s] Completed batch 86 (duration: 122.97s, status: 200)
[t=1165.64s] Completed batch 89 (duration: 69.54s, status: 200)
[t=1173.60s] Completed batch 93 (duration: 54.81s, status: 200)
[t=1194.53s] Completed batch 83 (duration: 199.52s, status: 200)
[t=1194.89s] Completed batch 92 (duration: 79.92s, status: 200)
[t=1202.69s] Completed batch 81 (duration: 220.17s, status: 200)
[t=1213.89s] Completed batch 85 (duration: 188.91s, status: 200)
[t=1225.42s] Completed batch 71 (duration: 372.15s, status: 200)
[t=1230.79s] Completed batch 95 (duration: 90.72s, status: 200)
[t=1239.76s] Completed batch 82 (duration: 252.10s, status: 200)
[t=1246.22s] Completed batch 84 (duration: 229.17s, status: 200)
[t=1356.64s] Completed batch 94 (duration: 217.35s, status: 200)
[t=1360.40s] Completed batch 91 (duration: 246.39s, status: 200)
[t=1464.33s] Completed batch 90 (duration: 357.12s, status: 200)
[t=1516.63s] Completed batch 96 (duration: 372.29s, status: 200)
[t=1592.67s] Completed batch 97 (duration: 441.01s, status: 200)

============================================================
Simulation complete!
Total time: 1592.68s (scheduled: 1151.66s)
Successful: 98/98
Failed: 0/98
Summary saved to: run5/simulation_summary.json
============================================================
