Starting simulation with 98 batches
Total prompts: 300
Arrival simulation duration: 1151.66 seconds
Output directory: run10
Max concurrent requests: 300

[t=3.09s] Sending batch 0 (scheduled: 3.09s, size: 2)
[t=187.32s] Completed batch 11 (duration: 71.19s, status: 200)
[t=193.09s] Sending batch 19 (scheduled: 193.09s, size: 3)
[t=204.14s] Sending batch 20 (scheduled: 204.13s, size: 6)
[t=210.20s] Sending batch 21 (scheduled: 210.20s, size: 2)
[t=224.32s] Completed batch 10 (duration: 113.19s, status: 200)
[t=227.27s] Completed batch 21 (duration: 17.07s, status: 200)
[t=235.59s] Sending batch 22 (scheduled: 235.58s, size: 1)
[t=236.94s] Completed batch 22 (duration: 1.35s, status: 200)
[t=240.45s] Completed batch 17 (duration: 64.81s, status: 200)
[t=251.32s] Sending batch 23 (scheduled: 251.31s, size: 2)
[t=261.67s] Sending batch 24 (scheduled: 261.67s, size: 2)
[t=266.60s] Completed batch 19 (duration: 73.51s, status: 200)
[t=271.10s] Sending batch 25 (scheduled: 271.10s, size: 2)
[t=285.14s] Completed batch 25 (duration: 14.04s, status: 200)
[t=286.36s] Sending batch 26 (scheduled: 286.36s, size: 6)
[t=292.89s] Sending batch 27 (scheduled: 292.88s, size: 5)
[t=300.19s] Completed batch 20 (duration: 96.05s, status: 200)
[t=304.48s] Completed batch 13 (duration: 156.23s, status: 200)
[t=315.17s] Sending batch 28 (scheduled: 315.15s, size: 2)
[t=320.64s] Completed batch 18 (duration: 136.80s, status: 200)
[t=336.14s] Completed batch 24 (duration: 74.46s, status: 200)
[t=351.36s] Sending batch 29 (scheduled: 351.36s, size: 1)
[t=351.91s] Sending batch 30 (scheduled: 351.91s, size: 7)
[t=353.20s] Completed batch 27 (duration: 60.31s, status: 200)
[t=356.90s] Sending batch 31 (scheduled: 356.89s, size: 6)
[t=375.10s] Completed batch 23 (duration: 123.77s, status: 200)
[t=386.69s] Completed batch 28 (duration: 71.53s, status: 200)
[t=399.87s] Completed batch 30 (duration: 47.96s, status: 200)
[t=410.35s] Sending batch 32 (scheduled: 410.34s, size: 3)
[t=411.23s] Sending batch 33 (scheduled: 411.23s, size: 4)
[t=417.24s] Sending batch 34 (scheduled: 417.23s, size: 5)
[t=424.55s] Sending batch 35 (scheduled: 424.55s, size: 1)
[t=426.15s] Completed batch 35 (duration: 1.60s, status: 200)
[t=436.90s] Sending batch 36 (scheduled: 436.89s, size: 3)
[t=456.74s] Completed batch 26 (duration: 170.38s, status: 200)
[t=460.26s] Sending batch 37 (scheduled: 460.26s, size: 4)
[t=463.69s] Completed batch 31 (duration: 106.80s, status: 200)
[t=465.14s] Sending batch 38 (scheduled: 465.14s, size: 4)
[t=465.97s] Completed batch 34 (duration: 48.73s, status: 200)
[t=467.30s] Sending batch 39 (scheduled: 467.30s, size: 5)
[t=488.07s] Sending batch 40 (scheduled: 488.06s, size: 3)
[t=490.08s] Completed batch 29 (duration: 138.71s, status: 200)
[t=497.15s] Completed batch 39 (duration: 29.84s, status: 200)
[t=503.53s] Sending batch 41 (scheduled: 503.53s, size: 2)
[t=527.82s] Completed batch 36 (duration: 90.92s, status: 200)
[t=540.08s] Sending batch 42 (scheduled: 540.06s, size: 4)
[t=541.87s] Completed batch 38 (duration: 76.73s, status: 200)
[t=549.19s] Completed batch 42 (duration: 9.11s, status: 200)
[t=553.16s] Completed batch 37 (duration: 92.90s, status: 200)
[t=565.69s] Sending batch 43 (scheduled: 565.68s, size: 3)
[t=567.57s] Completed batch 40 (duration: 79.50s, status: 200)
[t=591.00s] Sending batch 44 (scheduled: 591.00s, size: 8)
[t=599.83s] Sending batch 45 (scheduled: 599.82s, size: 3)
[t=605.90s] Completed batch 41 (duration: 102.37s, status: 200)
[t=617.02s] Completed batch 43 (duration: 51.34s, status: 200)
[t=624.19s] Sending batch 46 (scheduled: 624.19s, size: 2)
[t=624.23s] Sending batch 47 (scheduled: 624.22s, size: 2)
[t=632.46s] Completed batch 33 (duration: 221.23s, status: 200)
[t=641.56s] Completed batch 46 (duration: 17.37s, status: 200)
[t=651.55s] Sending batch 48 (scheduled: 651.54s, size: 1)
[t=653.82s] Sending batch 49 (scheduled: 653.82s, size: 1)
[t=654.45s] Completed batch 32 (duration: 244.11s, status: 200)
[t=670.66s] Sending batch 50 (scheduled: 670.66s, size: 3)
[t=676.15s] Completed batch 49 (duration: 22.33s, status: 200)
[t=678.03s] Sending batch 51 (scheduled: 678.03s, size: 4)
[t=684.97s] Sending batch 52 (scheduled: 684.97s, size: 2)
[t=698.25s] Completed batch 44 (duration: 107.25s, status: 200)
[t=698.47s] Completed batch 47 (duration: 74.25s, status: 200)
[t=699.70s] Sending batch 53 (scheduled: 699.70s, size: 2)
[t=705.10s] Completed batch 45 (duration: 105.27s, status: 200)
[t=724.15s] Sending batch 54 (scheduled: 724.14s, size: 5)
[t=730.81s] Sending batch 55 (scheduled: 730.81s, size: 2)
[t=740.96s] Sending batch 56 (scheduled: 740.95s, size: 3)
[t=750.19s] Sending batch 57 (scheduled: 750.18s, size: 4)
[t=754.01s] Sending batch 58 (scheduled: 754.01s, size: 1)
[t=757.18s] Sending batch 59 (scheduled: 757.17s, size: 4)
[t=762.90s] Sending batch 60 (scheduled: 762.89s, size: 2)
[t=774.36s] Sending batch 61 (scheduled: 774.35s, size: 5)
[t=784.77s] Completed batch 57 (duration: 34.57s, status: 200)
[t=791.42s] Sending batch 62 (scheduled: 791.42s, size: 2)
[t=793.48s] Sending batch 63 (scheduled: 793.48s, size: 3)
[t=797.13s] Completed batch 51 (duration: 119.10s, status: 200)
[t=803.36s] Sending batch 64 (scheduled: 803.36s, size: 3)
[t=809.70s] Sending batch 65 (scheduled: 809.69s, size: 3)
[t=812.66s] Completed batch 63 (duration: 19.18s, status: 200)
[t=816.82s] Completed batch 60 (duration: 53.91s, status: 200)
[t=821.55s] Sending batch 66 (scheduled: 821.55s, size: 2)
[t=834.10s] Completed batch 64 (duration: 30.75s, status: 200)
[t=835.66s] Sending batch 67 (scheduled: 835.66s, size: 1)
[t=836.61s] Completed batch 52 (duration: 151.64s, status: 200)
[t=836.77s] Completed batch 67 (duration: 1.11s, status: 200)
[t=841.64s] Sending batch 68 (scheduled: 841.63s, size: 4)
[t=846.61s] Sending batch 69 (scheduled: 846.60s, size: 4)
[t=849.18s] Sending batch 70 (scheduled: 849.18s, size: 1)
[t=853.27s] Sending batch 71 (scheduled: 853.26s, size: 6)
[t=853.95s] Completed batch 70 (duration: 4.77s, status: 200)
[t=867.88s] Sending batch 72 (scheduled: 867.87s, size: 1)
[t=867.97s] Sending batch 73 (scheduled: 867.97s, size: 5)
[t=868.78s] Completed batch 72 (duration: 0.90s, status: 200)
[t=870.15s] Sending batch 74 (scheduled: 870.14s, size: 2)
[t=880.86s] Completed batch 59 (duration: 123.68s, status: 200)
[t=886.59s] Sending batch 75 (scheduled: 886.59s, size: 1)
[t=887.61s] Completed batch 75 (duration: 1.01s, status: 200)
[t=896.82s] Completed batch 62 (duration: 105.40s, status: 200)
[t=905.29s] Completed batch 74 (duration: 35.14s, status: 200)
[t=907.29s] Sending batch 76 (scheduled: 907.28s, size: 3)
[t=911.21s] Sending batch 77 (scheduled: 911.21s, size: 5)
[t=917.78s] Completed batch 48 (duration: 266.23s, status: 200)
[t=920.35s] Completed batch 58 (duration: 166.34s, status: 200)
[t=931.63s] Sending batch 78 (scheduled: 931.63s, size: 5)
[t=934.82s] Completed batch 76 (duration: 27.54s, status: 200)
[t=939.40s] Sending batch 79 (scheduled: 939.39s, size: 2)
[t=940.32s] Completed batch 79 (duration: 0.92s, status: 200)
[t=953.03s] Sending batch 80 (scheduled: 953.02s, size: 1)
[t=969.04s] Completed batch 65 (duration: 159.34s, status: 200)
[t=974.59s] Completed batch 80 (duration: 21.56s, status: 200)
[t=981.16s] Completed batch 53 (duration: 281.46s, status: 200)
[t=982.52s] Sending batch 81 (scheduled: 982.51s, size: 3)
[t=987.67s] Sending batch 82 (scheduled: 987.66s, size: 5)
[t=995.02s] Sending batch 83 (scheduled: 995.01s, size: 4)
[t=1000.44s] Completed batch 66 (duration: 178.89s, status: 200)
[t=1015.36s] Completed batch 50 (duration: 344.70s, status: 200)
[t=1017.05s] Sending batch 84 (scheduled: 1017.05s, size: 3)
[t=1019.16s] Completed batch 73 (duration: 151.18s, status: 200)
[t=1023.79s] Completed batch 69 (duration: 177.18s, status: 200)
[t=1024.98s] Sending batch 85 (scheduled: 1024.98s, size: 4)
[t=1036.55s] Completed batch 61 (duration: 262.19s, status: 200)
[t=1039.04s] Sending batch 86 (scheduled: 1039.04s, size: 4)
[t=1040.34s] Sending batch 87 (scheduled: 1040.34s, size: 1)
[t=1040.40s] Completed batch 56 (duration: 299.44s, status: 200)
[t=1061.46s] Completed batch 55 (duration: 330.65s, status: 200)
[t=1078.70s] Completed batch 54 (duration: 354.55s, status: 200)
[t=1080.14s] Sending batch 88 (scheduled: 1080.14s, size: 1)
[t=1083.48s] Completed batch 84 (duration: 66.43s, status: 200)
[t=1096.10s] Sending batch 89 (scheduled: 1096.10s, size: 2)
[t=1098.44s] Completed batch 87 (duration: 58.09s, status: 200)
[t=1105.06s] Completed batch 89 (duration: 8.95s, status: 200)
[t=1107.20s] Sending batch 90 (scheduled: 1107.20s, size: 3)
[t=1114.01s] Sending batch 91 (scheduled: 1114.01s, size: 3)
[t=1114.95s] Completed batch 78 (duration: 183.32s, status: 200)
[t=1114.97s] Sending batch 92 (scheduled: 1114.97s, size: 4)
[t=1118.79s] Sending batch 93 (scheduled: 1118.79s, size: 3)
[t=1128.67s] Completed batch 88 (duration: 48.53s, status: 200)
[t=1131.70s] Completed batch 86 (duration: 92.66s, status: 200)
[t=1139.29s] Sending batch 94 (scheduled: 1139.29s, size: 2)
[t=1140.07s] Sending batch 95 (scheduled: 1140.07s, size: 1)
[t=1141.04s] Completed batch 95 (duration: 0.97s, status: 200)
[t=1144.34s] Sending batch 96 (scheduled: 1144.34s, size: 5)
[t=1151.67s] Sending batch 97 (scheduled: 1151.66s, size: 3)
[t=1160.10s] Completed batch 68 (duration: 318.46s, status: 200)
[t=1179.45s] Completed batch 77 (duration: 268.23s, status: 200)
[t=1192.26s] Completed batch 93 (duration: 73.47s, status: 200)
[t=1216.67s] Completed batch 83 (duration: 221.65s, status: 200)
[t=1226.35s] Completed batch 81 (duration: 243.83s, status: 200)
[t=1228.98s] Completed batch 85 (duration: 204.00s, status: 200)
[t=1245.95s] Completed batch 82 (duration: 258.28s, status: 200)
[t=1246.44s] Completed batch 92 (duration: 131.47s, status: 200)
[t=1273.64s] Completed batch 90 (duration: 166.44s, status: 200)
[t=1353.40s] Completed batch 71 (duration: 500.14s, status: 200)
[t=1379.73s] Completed batch 94 (duration: 240.44s, status: 200)
[t=1440.08s] Completed batch 91 (duration: 326.07s, status: 200)
[t=1644.45s] Completed batch 96 (duration: 500.11s, status: 200)
[t=1651.78s] Completed batch 97 (duration: 500.12s, status: 200)

============================================================
Simulation complete!
Total time: 1651.79s (scheduled: 1151.66s)
Successful: 98/98
Failed: 0/98
Summary saved to: run10/simulation_summary.json
============================================================
